obsid,leadid,ccode,idacr,leader,startdate,eindate,enddate,eoutdate,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,borndate,deathdate,dbpediauri,numentry,numexit,numexitcode,numposttenurefate,fties,ftcur,yrbegin,yrend,age,tenure,Country,Polity datasets IV category
ITA-1901,8218a6b6-1e42-11e4-b4cd-db5882bf8def,325,ITA,Zanardelli,1901-02-15,1901-02-15,1903-10-21,1903-10-21,Regular,Retired Due to Ill Health,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1826,1903,1826-10-29,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giuseppe-5FZanardelli&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=ain2G8QNDMYkUjuapTjFHuumPNY5yOY8JuS5gYFgqck&e=,0,2.099999904632568,0,-777.0,,,1901,1903,75,2.677673052834761, Italy,Democracy
ITA-1903,821875e4-1e42-11e4-b4cd-db5882bf8def,325,ITA,Giolitti,1903-11-03,1903-11-03,1905-03-04,1905-03-04,Regular,Regular,Regular,1,OK,M,1842,1928,1842-10-27,1928-07-17,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giovanni-5FGiolitti&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=uMgB7UXK--wzSU5JFFKpyEK_j05QcnlXoJMoPpIYFNY&e=,0,1.0,0,0.0,,,1903,1905,61,1.333360712403403, Italy,Democracy
ITA-1906-2,821875e4-1e42-11e4-b4cd-db5882bf8def,325,ITA,Giolitti,1906-05-29,1906-05-29,1909-12-02,1909-12-02,Regular,Regular,Regular,2,OK,M,1842,1928,1842-10-27,1928-07-17,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giovanni-5FGiolitti&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=uMgB7UXK--wzSU5JFFKpyEK_j05QcnlXoJMoPpIYFNY&e=,0,1.0,0,0.0,,,1906,1909,64,3.512734689966255, Italy,Democracy
ITA-1911,821875e4-1e42-11e4-b4cd-db5882bf8def,325,ITA,Giolitti,1911-03-27,1911-03-27,1914-03-10,1914-03-10,Regular,Regular,Regular,3,OK,M,1842,1928,1842-10-27,1928-07-17,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giovanni-5FGiolitti&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=uMgB7UXK--wzSU5JFFKpyEK_j05QcnlXoJMoPpIYFNY&e=,0,1.0,0,0.0,,,1911,1914,69,2.9542016605406, Italy,Democracy
ITA-1914,8218d789-1e42-11e4-b4cd-db5882bf8def,325,ITA,Salandra,1914-03-21,1914-03-21,1916-06-12,1916-06-12,Regular,Regular,Regular,0,OK,M,1853,1931,1853-08-13,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Antonio-5FSalandra&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=LtB0kx5yn0hftlX-XfXodax4HDtaeG2zd-sJmps8gkI&e=,0,1.0,0,0.0,,,1914,1916,61,2.228656303688645, Italy,Democracy
ITA-1916,8218d78a-1e42-11e4-b4cd-db5882bf8def,325,ITA,Boselli,1916-06-17,1916-06-17,1917-10-30,1917-10-30,Regular,Regular,Regular,0,OK,M,1838,1932,1838-06-08,1932-03-10,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Paolo-5FBoselli&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=7B6jrbgzA66GkBHuhtiF537uqeYAnEXZmXY4PV5inHI&e=,0,1.0,0,0.0,,,1916,1917,78,1.368953503494254, Italy,Democracy
ITA-1917,8218d78b-1e42-11e4-b4cd-db5882bf8def,325,ITA,Orlando,1917-10-30,1917-10-30,1919-06-19,1919-06-19,Regular,Regular,Regular,0,OK,M,1860,1952,1860-05-19,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Vittorio-5FEmanuele-5FOrlando&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=_ChsNMd-8pHQOb0WvNj8FQ3WmuWg8xmSLLHAmZGrxUQ&e=,0,1.0,0,0.0,,,1917,1919,57,1.634530483172139, Italy,Democracy
ITA-1920,821875e4-1e42-11e4-b4cd-db5882bf8def,325,ITA,Giolitti,1920-06-16,1920-06-16,1921-06-26,1921-06-26,Regular,Regular,Regular,4,OK,M,1842,1928,1842-10-27,1928-07-17,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giovanni-5FGiolitti&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=uMgB7UXK--wzSU5JFFKpyEK_j05QcnlXoJMoPpIYFNY&e=,0,1.0,0,0.0,,,1920,1921,78,1.02671512762069, Italy,Democracy
ITA-1922-2,82190867-1e42-11e4-b4cd-db5882bf8def,325,ITA,Mussolini,1922-10-30,1922-10-30,1943-07-25,1943-07-25,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",0,Death,M,1883,1945,1883-07-29,1945-04-28,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Benito-5FMussolini&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=wAFmECcKqivQEFWdT0ML1Y_fjBfOvTwYC874L7VW5tQ&e=,0,3.0,8,3.0,,,1922,1943,39,20.73416976392397, Italy,Democracy
ITA-1944,8218d78d-1e42-11e4-b4cd-db5882bf8def,325,ITA,Bonomi,1944-06-09,1944-06-09,1945-06-20,1945-06-20,Regular,Regular,Regular,1,OK,M,1873,1951,1873-10-18,1951-04-20,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Ivanoe-5FBonomi&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=0H4UgxNfAgFDdSpbBant11iT92jrwKppyBdMySSIwsk&e=,0,1.0,0,0.0,,,1944,1945,71,1.029453034627679, Italy,Democracy
ITA-1945-2,8219086a-1e42-11e4-b4cd-db5882bf8def,325,ITA,de Gasperi,1945-12-10,1945-12-10,1953-07-28,1953-07-28,Regular,Regular,Regular,0,OK,M,1881,1954,1881-04-03,1954-08-19,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Alcide-5FDe-5FGasperi&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=22xQeX5X8RFAVWKLJ8msMZeICeUXOoEj_NCOV0bC3KA&e=,0,1.0,0,0.0,,,1945,1953,64,7.63054682847697, Italy,Democracy
ITA-1954-2,8219393b-1e42-11e4-b4cd-db5882bf8def,325,ITA,Scelba,1954-02-09,1954-02-09,1955-06-22,1955-06-22,Regular,Regular,Regular,0,OK,M,1901,1991,1901-09-05,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Mario-5FScelba&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=6fhn1O_5X1OToKyo8kUrh4SoUUtVist1vkD1FAHN6UM&e=,0,1.0,0,0.0,,,1954,1955,53,1.363477689480277, Italy,Democracy
ITA-1955,8219393c-1e42-11e4-b4cd-db5882bf8def,325,ITA,Segni,1955-07-06,1955-07-06,1957-05-06,1957-05-06,Regular,Regular,Regular,0,OK,M,1891,1972,1891-02-02,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Antonio-5FSegni&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=StZCLk-J3bxvTusjgXjDuQpZVrZ-rI9UapSx36f35hc&e=,0,1.0,0,0.0,,,1955,1957,64,1.8343976946823, Italy,Democracy
ITA-1957,8219393d-1e42-11e4-b4cd-db5882bf8def,325,ITA,Zoli,1957-05-19,1957-05-19,1958-06-19,1958-06-19,Regular,Regular,Regular,0,OK,M,1887,1960,1887-12-16,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Adone-5FZoli&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=R44_oVKUGvX0vDVdVl1-0QgzkJnCeZqgLY52FvBkIso&e=,0,1.0,0,0.0,,,1957,1958,70,1.084211174767449, Italy,Democracy
ITA-1959,8219393c-1e42-11e4-b4cd-db5882bf8def,325,ITA,Segni,1959-02-15,1959-02-15,1960-02-24,1960-02-24,Regular,Regular,Regular,1,OK,M,1891,1972,1891-02-02,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Antonio-5FSegni&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=StZCLk-J3bxvTusjgXjDuQpZVrZ-rI9UapSx36f35hc&e=,0,1.0,0,0.0,,,1959,1960,68,1.023977220613702, Italy,Democracy
ITA-1960-2,8219393a-1e42-11e4-b4cd-db5882bf8def,325,ITA,Fanfani,1960-07-26,1960-07-26,1963-05-16,1963-05-16,Regular,Regular,Regular,2,OK,M,1908,1999,1908-02-06,1999-11-20,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Amintore-5FFanfani&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=MEQnOTvGGxIA0sM4pmzVNUqssWWY4kG9a5YsPynMxlI&e=,0,1.0,0,0.0,,,1960,1963,52,2.803616775156232, Italy,Democracy
ITA-1963-2,82196a0e-1e42-11e4-b4cd-db5882bf8def,325,ITA,Moro,1963-12-05,1963-12-05,1968-06-05,1968-06-05,Regular,Regular,Regular,0,OK,M,1916,1978,1916-09-23,1978-05-09,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Aldo-5FMoro&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=K8ycy9d3gz5PRb5h5cyNv34bKUOP0n0vs6L8JQadN_M&e=,0,1.0,0,0.0,,,1963,1968,47,4.501119119489107, Italy,Democracy
ITA-1968-2,82196a0f-1e42-11e4-b4cd-db5882bf8def,325,ITA,Rumor,1968-12-13,1968-12-13,1970-07-06,1970-07-06,Regular,Regular,Regular,0,OK,M,1915,1990,1915-06-16,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Mariano-5FRumor&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=RwbFf9mYC81bLJQbjAqIgbpR4TOkSgowCbab9Hv8kng&e=,0,1.0,0,0.0,,,1968,1970,53,1.560606993983449, Italy,Democracy
ITA-1973,82196a0f-1e42-11e4-b4cd-db5882bf8def,325,ITA,Rumor,1973-07-08,1973-07-08,1974-11-23,1974-11-23,Regular,Regular,Regular,1,OK,M,1915,1990,1915-06-16,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Mariano-5FRumor&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=RwbFf9mYC81bLJQbjAqIgbpR4TOkSgowCbab9Hv8kng&e=,0,1.0,0,0.0,,,1973,1974,58,1.377167224515219, Italy,Democracy
ITA-1974,82196a0e-1e42-11e4-b4cd-db5882bf8def,325,ITA,Moro,1974-11-23,1974-11-23,1976-07-30,1976-07-30,Regular,Regular,Regular,1,OK,M,1916,1978,1916-09-23,1978-05-09,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Aldo-5FMoro&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=K8ycy9d3gz5PRb5h5cyNv34bKUOP0n0vs6L8JQadN_M&e=,0,1.0,0,0.0,,,1974,1976,58,1.683812809297932, Italy,Democracy
ITA-1981,82199ae2-1e42-11e4-b4cd-db5882bf8def,325,ITA,Spadolini,1981-06-28,1981-06-28,1982-11-30,1982-11-30,Regular,Regular,Regular,0,OK,M,1925,1994,1925-06-21,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giovanni-5FSpadolini&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Or7HMa9vpcF4QcFnSq_j5KlDp6dzQRffrV-xOToCllk&e=,0,1.0,0,0.0,,,1981,1982,56,1.423711643634024, Italy,Democracy
ITA-1983,82199ae3-1e42-11e4-b4cd-db5882bf8def,325,ITA,Craxi,1983-08-04,1983-08-04,1987-04-18,1987-04-18,Regular,Regular,Regular,0,OK,M,1934,2000,1934-02-24,2000-01-19,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Bettino-5FCraxi&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=dNDOn-Mze6JdbLuSHLf8B_4YJVjl8LGkD0DJjo3mMpM&e=,0,1.0,0,0.0,,,1983,1987,49,3.704388180455451, Italy,Democracy
MLT-1962,8219cbba-1e42-11e4-b4cd-db5882bf8def,338,MLT,Olivier,1962-03-05,1962-03-05,1971-06-21,1971-06-21,Regular,Regular,Regular,0,OK,M,1911,1980,1911-07-05,1980-10-29,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giorgio-5FBorg-5FOlivier&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=tRvB4rGl4bPK3TQlwhDcXnYLHd2UQp8PZXKkquA1vzs&e=,0,1.0,0,0.0,,,1962,1971,51,9.295194288725984,,
ALB-1912,8219fc8c-1e42-11e4-b4cd-db5882bf8def,339,ALB,Ismail Qemali Bej,1912-11-29,1912-11-29,1914-01-22,1914-01-22,Irregular,Irregular,Unknown,0,Exile,M,1844,1919,,,,1,3.0,-999,1.0,,,1912,1914,68,1.147183035928185, Albania,Democracy
ALB-1914-3,821a2d5f-1e42-11e4-b4cd-db5882bf8def,339,ALB,Esat Pashe Toptani,1914-10-05,1914-10-05,1916-02-24,1916-02-24,Irregular,Foreign,Unknown,0,Exile,M,1863,1920,,,,1,4.0,-999,1.0,,,1914,1916,51,1.388118852543173, Albania,Democracy
ALB-1918,821a2d60-1e42-11e4-b4cd-db5882bf8def,339,ALB,Turkhan Pasha,1918-12-28,1918-12-28,1920-03-27,1920-03-27,Foreign Imposition,Regular,Regular,0,Exile,M,1839,1927,,,,2,1.0,0,1.0,,,1918,1920,79,1.245747688179771, Albania,Democracy
ALB-1922,821a5e36-1e42-11e4-b4cd-db5882bf8def,339,ALB,Zogu,1922-12-03,1922-12-03,1924-03-03,1924-03-03,Regular,Regular,Regular,0,Exile,M,1895,1961,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Zog-5Fof-5FAlbania&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=IqWAqtPGN6FvWjES02z-AMX2DQCzNzZoZegzUf4lVJs&e=,0,1.0,0,1.0,,,1922,1924,27,1.24848559518676, Albania,Democracy
ALB-1925,821a5e36-1e42-11e4-b4cd-db5882bf8def,339,ALB,Zogu,1925-01-10,1925-01-10,1939-04-12,1939-04-12,Irregular,Foreign,Removed through Threat of Foreign Force,1,Exile,M,1895,1961,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Zog-5Fof-5FAlbania&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=IqWAqtPGN6FvWjES02z-AMX2DQCzNzZoZegzUf4lVJs&e=,1,4.0,9,1.0,,,1925,1939,30,14.25080597137518, Albania,Democracy
ALB-1944,821a8f08-1e42-11e4-b4cd-db5882bf8def,339,ALB,Hoxha,1944-11-29,1944-11-29,1985-04-11,1985-04-11,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1908,1985,1908-10-16,1985-04-11,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Enver-5FHoxha&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=whbP2nqZKjNnD7Dt9uPG_D4sAMBBp2-ZbDGJoUZmHd0&e=,1,2.0,0,-777.0,,,1944,1985,36,40.36496300403157, Albania,Democracy
SER-1882,821abfdd-1e42-11e4-b4cd-db5882bf8def,340,SER,Milan I,1882-03-06,1882-03-06,1889-03-06,1889-03-06,Irregular,Regular,Regular,0,Exile,M,1854,1901,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Milan-5FI-5Fof-5FSerbia&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=eKFD-Ea59KsUZkV_em5jCsVuM8dxUhzSg0dUUfCyEGE&e=,1,1.0,0,1.0,,,1882,1889,28,7.000828216869614,,
SER-1889,821abfde-1e42-11e4-b4cd-db5882bf8def,340,SER,Ristic (Regency),1889-03-06,1889-03-06,1893-04-13,1893-04-13,Regular,Irregular,Unknown,0,Imprisonment,M,1831,1899,,,,0,3.0,-999,2.0,,,1889,1893,58,4.104122603475773,,
SER-1893,821abfdf-1e42-11e4-b4cd-db5882bf8def,340,SER,Alexander I,1893-04-13,1893-04-13,1903-06-11,1903-06-11,Irregular,Irregular,Unknown,0,Death,M,1876,1903,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Alexander-5FI-5Fof-5FSerbia&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=oCe887q-9odzXGEloCVLGlU83B-5EMtuWf5sGBHakYo&e=,1,3.0,-999,3.0,,,1893,1903,17,10.15763499592736,,
SER-1903,821af0b8-1e42-11e4-b4cd-db5882bf8def,340,SER,Peter I,1903-06-15,1903-06-15,1914-06-24,1914-06-24,Irregular,Retired Due to Ill Health,Regular,0,OK,M,1844,1921,,,,1,2.099999904632568,0,0.0,,,1903,1914,59,11.02555151714272,,
SER-1914,821af0b9-1e42-11e4-b4cd-db5882bf8def,340,SER,Alexander,1914-06-24,1914-06-24,1915-10-01,1915-10-01,Regular,Foreign,Unknown,0,Exile,M,1888,1934,1888-12-16,1934-10-09,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Alexander-5FI-5Fof-5FYugoslavia&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=hkCaRKRHNcAbMTxSSiT6HE4YSNHV1D49rupurgAtr5A&e=,0,4.0,-999,1.0,,,1914,1915,26,1.270388851242668,,
MNG-1860,821af0ba-1e42-11e4-b4cd-db5882bf8def,341,MNG,Nikola I Petrovic-Njegos,1860-08-13,1860-08-13,1917-01-17,1917-01-17,Regular,Foreign,Unknown,0,Exile,M,1841,1921,,,,0,4.0,-999,1.0,,,1860,1917,19,56.42826341403314, Mongolia,Democracy
MAC-1991,821af0bb-1e42-11e4-b4cd-db5882bf8def,343,MAC,Nikola Kljusev,1991-01-27,1991-01-27,1992-08-17,1992-08-17,Irregular,Regular,Regular,0,OK,M,1927,2008,,,,1,1.0,0,0.0,,,1991,1992,64,1.555131179969472,,
MAC-2002,821af0bc-1e42-11e4-b4cd-db5882bf8def,343,MAC,Crvenkovski,2002-11-01,2002-11-01,2004-05-12,2004-05-12,Regular,Regular,Regular,1,OK,M,1962,2010,,,,0,1.0,0,0.0,,,2002,2004,40,1.527752109899587,,
CRO-1990,821b2190-1e42-11e4-b4cd-db5882bf8def,344,CRO,Tudjman,1990-05-30,1990-05-30,1999-11-26,1999-11-26,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1922,1999,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Franjo-5FTu-25C4-2591man&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=8r-usCB3_Y7lzG77ZyLwNFRzhyMdFaTjjkOHdhP-nPw&e=,0,2.0,0,-777.0,,,1990,1999,68,9.492323593229155,,
YUG-1918,19777948-3bbd-11e5-afeb-eb6f07f9fec7,345,YUG,Alexander,1918-12-01,1918-12-01,1934-10-09,1934-10-09,Regular,Irregular,Assassination by Unsupported Individual,1,Death,M,1888,1934,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Alexander-5FI-5Fof-5FYugoslavia&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=hkCaRKRHNcAbMTxSSiT6HE4YSNHV1D49rupurgAtr5A&e=,0,3.0,11,3.0,,,1918,1934,30,15.85521947747045,,
YUG-1934,821b5263-1e42-11e4-b4cd-db5882bf8def,345,YUG,Prince Paul,1934-10-09,1934-10-09,1941-03-27,1941-03-27,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1893,1976,,,,0,3.0,6,1.0,,,1934,1941,41,6.464198443499867,,
YUG-1945,821b8334-1e42-11e4-b4cd-db5882bf8def,345,YUG,Tito,1945-03-06,1945-03-06,1980-05-04,1980-05-04,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1892,1980,1892-05-07,1980-05-04,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Josip-5FBroz-5FTito&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=NQscYedgZVhl3AP-OLMY5y6ze_JZaj_lTW2PGfkiQB4&e=,1,2.0,0,-777.0,,,1945,1980,53,35.1629396907534,,
