obsid,leadid,ccode,idacr,leader,startdate,eindate,enddate,eoutdate,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,borndate,deathdate,dbpediauri,numentry,numexit,numexitcode,numposttenurefate,fties,ftcur,yrbegin,yrend,age,tenure,Country,Polity datasets IV category
POL-1944,8214a53e-1e42-11e4-b4cd-db5882bf8def,290,POL,Bierut,1944-12-31,1944-12-31,1956-03-12,1956-03-12,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1892,1956,1892-04-18,1956-03-12,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Boles-25C5-2582aw-5FBierut&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=0Ruah6Wxqm2u35JRK-Y9ZO3MFGiDAw_5cS9PxL_z9tw&e=,1,2.0,0,-777.0,,,1944,1956,52,11.19530175157601, Poland,Democracy
POL-1956-2,8214d610-1e42-11e4-b4cd-db5882bf8def,290,POL,Gomulka,1956-10-21,1956-10-21,1970-12-20,1970-12-20,Regular,Irregular,"Popular Protest, without Foreign Support",0,OK,M,1905,1982,1905-02-06,1982-09-01,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_W-25C5-2582adys-25C5-2582aw-5FGomu-25C5-2582ka&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=3r5khUkMZ-NVB7dEEGYhmkmHbvuGuoeeIOR4xdGxFW8&e=,0,3.0,2,0.0,,,1956,1970,51,14.16319294715155, Poland,Democracy
POL-1970,8214d611-1e42-11e4-b4cd-db5882bf8def,290,POL,Gierek,1970-12-20,1970-12-20,1980-09-06,1980-09-06,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1913,2001,1913-01-06,2001-07-29,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Edward-5FGierek&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=j4_94yymwJ9jHi1XHI5r3wM_S_ro1maNw6ZVMGmdkpw&e=,0,2.0,0,-777.0,,,1970,1980,57,9.714094060795226, Poland,Democracy
POL-2005,82517eab-1e42-11e4-b4cd-db5882bf8def,290,POL,Kaczynski,2005-12-23,2005-12-23,2010-04-10,2010-04-10,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1949,2010,,2010-07-08,,0,2.0,0,-777.0,,,2005,2010,56,4.295776093964968, Poland,Democracy
AUH-1848,82156896-1e42-11e4-b4cd-db5882bf8def,300,AUH,Francis Joseph I,1848-12-02,1848-12-02,1916-11-21,1916-11-21,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1830,1916,1830-08-18,1916-11-21,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Franz-5FJoseph-5FI-5Fof-5FAustria&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=uZPBy6b_5xm4ZsuAISkprG3H4CfxH7ehuPY4XYT7af8&e=,0,2.0,0,-777.0,,,1848,1916,18,67.9685414484897,,
AUH-1916,82156897-1e42-11e4-b4cd-db5882bf8def,300,AUH,Karl,1916-11-21,1916-11-21,1918-11-11,1918-11-11,Regular,Irregular,"Popular Protest, with Foreign Support",0,Exile,M,1887,1922,1887-08-17,1922-04-01,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Charles-5FI-5Fof-5FAustria&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=LA6TQaThnTm-jmWCRDWH8hxn6mT8QqE_RBwy0DPaHGY&e=,0,3.0,1,1.0,,,1916,1918,29,1.971293045031725,,
AUS-1918,8215996a-1e42-11e4-b4cd-db5882bf8def,305,AUS,Renner,1918-11-12,1918-11-12,1920-06-11,1920-06-11,Irregular,Regular,Regular,0,OK,M,1870,1950,1870-12-14,1950-12-31,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Karl-5FRenner&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=rtndXfEcCpaUhjBUMI74CsuK9L7tOiLJ-LJs4GAc-Ac&e=,1,1.0,0,0.0,,,1918,1920,48,1.579772343032369, Australia,Democracy
AUS-1922,8215ca3f-1e42-11e4-b4cd-db5882bf8def,305,AUS,Seipel,1922-05-31,1922-05-31,1924-11-19,1924-11-19,Regular,Regular,Regular,0,OK,M,1876,1932,1876-07-19,,,0,1.0,0,0.0,,,1922,1924,46,2.472330027310623, Australia,Democracy
AUS-1924,8215ca40-1e42-11e4-b4cd-db5882bf8def,305,AUS,Ramek,1924-11-20,1924-11-20,1926-10-15,1926-10-15,Regular,Regular,Regular,0,OK,M,1881,1941,1881-04-12,,,0,1.0,0,0.0,,,1924,1926,43,1.900107462850024, Australia,Democracy
AUS-1926,8215ca3f-1e42-11e4-b4cd-db5882bf8def,305,AUS,Seipel,1926-10-20,1926-10-20,1929-04-03,1929-04-03,Regular,Regular,Regular,1,OK,M,1876,1932,1876-07-19,,,0,1.0,0,0.0,,,1926,1929,50,2.453164678261703, Australia,Democracy
AUS-1932,82162be6-1e42-11e4-b4cd-db5882bf8def,305,AUS,Dollfuss,1932-05-20,1932-05-20,1934-07-25,1934-07-25,Regular,Irregular,"Removed by Rebels, without Foreign Support",0,Death,M,1882,1934,1882-10-04,1934-07-25,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Engelbert-5FDollfuss&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=-aOTzi65ou5MagQOGYT2fFk7e2swlmV23OGSCFUKNos&e=,0,3.0,4,3.0,,,1932,1934,50,2.179373977562852, Australia,Democracy
AUS-1934,82162be7-1e42-11e4-b4cd-db5882bf8def,305,AUS,Schuschnigg,1934-07-30,1934-07-30,1938-03-11,1938-03-11,Regular,Foreign,Removed through Threat of Foreign Force,0,Imprisonment,M,1897,1977,1897-12-14,1977-11-18,,0,4.0,9,2.0,,,1934,1938,37,3.61403724922483, Australia,Democracy
AUS-1938,82165cba-1e42-11e4-b4cd-db5882bf8def,305,AUS,Seyss-Inquart,1938-03-12,1938-03-12,1939-04-30,1939-04-30,Regular,Foreign,"Irregular, Other",0,OK,M,1892,1946,1892-07-22,1946-10-16,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Arthur-5FSeyss-2DInquart&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=LCzWCHz9ejPaG32xWkQkZkltlNGiPSM_lzNv23-t2S8&e=,0,4.0,111,0.0,,,1938,1939,46,1.133493500893242, Australia,Democracy
AUS-1945-2,82165cbb-1e42-11e4-b4cd-db5882bf8def,305,AUS,Figl,1945-11-28,1945-11-28,1953-04-02,1953-04-02,Regular,Regular,Regular,0,OK,M,1902,1965,1902-10-02,,,0,1.0,0,0.0,,,1945,1953,43,7.343066592743178, Australia,Democracy
AUS-1953,82165cbc-1e42-11e4-b4cd-db5882bf8def,305,AUS,Raab,1953-04-02,1953-04-02,1961-04-11,1961-04-11,Regular,Regular,Regular,0,OK,M,1891,1964,1891-11-29,,,0,1.0,0,0.0,,,1953,1961,62,8.024805437483316, Australia,Democracy
AUS-1961,82168d8e-1e42-11e4-b4cd-db5882bf8def,305,AUS,Gorbach,1961-04-11,1961-04-11,1964-02-25,1964-02-25,Regular,Regular,Regular,0,OK,M,1898,1972,1898-10-02,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Alfons-5FGorbach&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=-busQVKvEj1cLtXFMZjvy08TDcN3ObUfM2wbw0l_eqg&e=,0,1.0,0,0.0,,,1961,1964,63,2.874802357337933, Australia,Democracy
AUS-1964,82168d8f-1e42-11e4-b4cd-db5882bf8def,305,AUS,Klaus,1964-04-02,1964-04-02,1970-03-03,1970-03-03,Regular,Regular,Regular,0,OK,M,1910,2001,1910-08-15,2001-07-25,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Josef-5FKlaus&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=CnGB4I4mAMKgjyPGkHuUbElFkSQoMM62NCZ3tbo6_Q0&e=,0,1.0,0,0.0,,,1964,1970,54,5.916617042102165, Australia,Democracy
AUS-1970,8216be62-1e42-11e4-b4cd-db5882bf8def,305,AUS,Kreisky,1970-04-20,1970-04-20,1983-05-24,1983-05-24,Regular,Regular,Regular,0,OK,M,1911,1990,1911-01-22,1990-07-29,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Bruno-5FKreisky&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=ARUByxuSWm9zj-Q7pw93O8n88KNH3v1TI6cfy0T1kuI&e=,0,1.0,0,0.0,,,1970,1983,59,13.09267130741904, Australia,Democracy
HUN-1920,82172017-1e42-11e4-b4cd-db5882bf8def,310,HUN,Horthy,1920-03-01,1920-03-01,1944-10-15,1944-10-15,Regular,Foreign,Removed through Threat of Foreign Force,0,Imprisonment,M,1868,1957,1868-06-18,1957-02-09,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Mikl-25C3-25B3s-5FHorthy&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=-VLAwUHZfIITbs4UJxQU80lhhx7Dc7TRh4CWxS8yFpc&e=,0,4.0,9,2.0,,,1920,1944,52,24.62473562085464, Hungary,Democracy
HUN-1945,82172018-1e42-11e4-b4cd-db5882bf8def,310,HUN,Rakoski,1945-01-15,1945-01-15,1956-07-15,1956-07-15,Irregular,Irregular,"Removed by Other Government Actors, without Foreign Support",0,Exile,M,1892,1971,1892-03-14,1971-02-05,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_M-25C3-25A1ty-25C3-25A1s-5FR-25C3-25A1kosi&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=9mNuWMbgADwxs4xVEfCmDDCgMtKoDTY-_56XB_udG24&e=,1,3.0,8,1.0,,,1945,1956,53,11.49647152234474, Hungary,Democracy
HUN-1956-3,821750ea-1e42-11e4-b4cd-db5882bf8def,310,HUN,Kadar,1956-11-04,1956-11-04,1988-05-22,1988-05-22,Foreign Imposition,Regular,Regular,0,OK,M,1912,1989,1912-05-26,1989-07-06,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_J-25C3-25A1nos-5FK-25C3-25A1d-25C3-25A1r&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=1Ye9HilUMagfbVg3GSapdynj6FyHGbuMIBLu3Mq1FOI&e=,2,1.0,0,0.0,,,1956,1988,44,31.54616453452158, Hungary,Democracy
HUN-1988,821750eb-1e42-11e4-b4cd-db5882bf8def,310,HUN,Grosz,1988-05-22,1988-05-22,1989-10-07,1989-10-07,Regular,Regular,Regular,0,OK,M,1930,1996,1930-08-01,1996-01-07,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_K-25C3-25A1roly-5FGr-25C3-25B3sz&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=uiPRizvMp0qjwEm9NUMpPSvrLU7m5zfz9BrvOz_5eaU&e=,0,1.0,0,0.0,,,1988,1989,58,1.377167224515219, Hungary,Democracy
HUN-1990,821750ed-1e42-11e4-b4cd-db5882bf8def,310,HUN,Antall,1990-05-03,1990-05-03,1993-12-12,1993-12-12,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1932,1993,1932-04-08,1993-12-12,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_J-25C3-25B3zsef-5FAntall&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=FX86aVZFDhJf5UGglhs_mSdisRxnq38cUSSP421nNIk&e=,0,2.0,0,-777.0,,,1990,1993,58,3.611299342217841, Hungary,Democracy
CZE-1918,8217b290-1e42-11e4-b4cd-db5882bf8def,315,CZE,Masaryk,1918-10-28,1918-10-28,1935-12-14,1935-12-14,Regular,Retired Due to Ill Health,Regular,0,OK,M,1850,1937,1850-03-07,1937-09-14,,0,2.099999904632568,0,0.0,,,1918,1935,68,17.12834623572011, Czech Republic,Democracy
CZE-1935,8217b291-1e42-11e4-b4cd-db5882bf8def,315,CZE,Benes,1935-12-18,1935-12-18,1938-10-05,1938-10-05,Regular,Regular,Regular,0,Exile,M,1884,1948,1884-05-28,1948-09-03,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Edvard-5FBene-25C5-25A1&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=tQ-_mTXlUMEssQwvKkSEKQjciEZphk8aeA6jWRAuJ5I&e=,0,1.0,0,1.0,,,1935,1938,51,2.798140961142255, Czech Republic,Democracy
CZE-1938-2,8217b293-1e42-11e4-b4cd-db5882bf8def,315,CZE,Hacha,1938-12-01,1938-12-01,1945-05-13,1945-05-13,Foreign Imposition,Foreign,Removed through Threat of Foreign Force,0,Imprisonment,M,1872,1945,1872-07-12,,,2,4.0,9,2.0,,,1938,1945,66,6.447771001457935, Czech Republic,Democracy
CZE-1945,8217b291-1e42-11e4-b4cd-db5882bf8def,315,CZE,Benes,1945-05-13,1945-05-13,1948-06-07,1948-06-07,Foreign Imposition,Regular,Regular,1,Missing: Natural Death within Six Months of Losing Office,M,1884,1948,1884-05-28,1948-09-03,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Edvard-5FBene-25C5-25A1&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=tQ-_mTXlUMEssQwvKkSEKQjciEZphk8aeA6jWRAuJ5I&e=,2,1.0,0,-777.0,,,1945,1948,61,3.069193754834117, Czech Republic,Democracy
CZE-1948,8217b294-1e42-11e4-b4cd-db5882bf8def,315,CZE,Gottwald,1948-06-07,1948-06-07,1953-03-14,1953-03-14,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1896,1953,1896-11-23,1953-03-14,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Klement-5FGottwald&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=wP3JJ9m7UtnsrQ7vALn58cIZKzp_7eE8zdEJho_FGp8&e=,0,2.0,0,-777.0,,,1948,1953,52,4.766696099166992, Czech Republic,Democracy
CZE-1953,8217b295-1e42-11e4-b4cd-db5882bf8def,315,CZE,Zapotocky,1953-03-21,1953-03-21,1957-11-13,1957-11-13,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1884,1957,1884-12-19,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Anton-25C3-25ADn-5FZ-25C3-25A1potock-25C3-25BD&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=d9vBQTVP1M6iq3QIrVYOMaybxgt5WyG2oLEsgoKzq_s&e=,0,2.0,0,-777.0,,,1953,1957,69,4.648966097866486, Czech Republic,Democracy
CZE-1957,8217e364-1e42-11e4-b4cd-db5882bf8def,315,CZE,Novotny,1957-11-19,1957-11-19,1968-01-05,1968-01-05,Regular,Regular,Regular,0,OK,M,1904,1975,1904-12-10,1975-01-28,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Anton-25C3-25ADn-5FNovotn-25C3-25BD&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=XhR9if8m68_MANbF2zUSLHrlt8rKR2Q4UccJtCxBuek&e=,0,1.0,0,0.0,,,1957,1968,53,10.12751801885049, Czech Republic,Democracy
CZE-1968-3,8217e367-1e42-11e4-b4cd-db5882bf8def,315,CZE,Husak,1968-08-28,1968-08-28,1989-12-17,1989-12-17,Foreign Imposition,Regular,Regular,0,OK,M,1913,1991,1913-01-10,1991-11-18,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Gust-25C3-25A1v-5FHus-25C3-25A1k&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=KvXvBcimOVDeNZJr--ux9MjwEhAD9smhcKRRtkkK9w8&e=,2,1.0,0,0.0,,,1968,1989,55,21.30365442137758, Czech Republic,Democracy
ITA-1873,19775238-3bbd-11e5-afeb-eb6f07f9fec7,325,ITA,Minghetti,1873-08-10,1873-08-10,1876-03-18,1876-03-18,Regular,Regular,Regular,1,OK,M,1818,1886,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Marco-5FMinghetti&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=WZESJY7DsqLbr9yEar9PDvKUs4v_A7COjeBBF1rzGPU&e=,0,1.0,0,0.0,,,1873,1876,55,2.603749563646071, Italy,Democracy
ITA-1876,821875e0-1e42-11e4-b4cd-db5882bf8def,325,ITA,Depretis,1876-03-25,1876-03-25,1878-03-11,1878-03-11,Regular,Regular,Regular,0,OK,M,1813,1887,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Agostino-5FDepretis&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Ou4A6CmkB5MbRrDLzpA4zo1m_mLgMgBDhZIgy7GGgGA&e=,0,1.0,0,0.0,,,1876,1878,63,1.960341417003771, Italy,Democracy
ITA-1879,821875e1-1e42-11e4-b4cd-db5882bf8def,325,ITA,Cairoli,1879-07-12,1879-07-12,1881-05-14,1881-05-14,Regular,Regular,Regular,1,OK,M,1825,1889,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Benedetto-5FCairoli&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=zIT9PYW42uPFtiXDFfap_3ejeCrXgSvEEZw7X5PhR5c&e=,0,1.0,0,0.0,,,1879,1881,54,1.839873508696277, Italy,Democracy
ITA-1881,821875e0-1e42-11e4-b4cd-db5882bf8def,325,ITA,Depretis,1881-05-28,1881-05-28,1887-07-29,1887-07-29,Regular,Natural Death,Regular,2,Missing: Natural Death within Six Months of Losing Office,M,1813,1887,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Agostino-5FDepretis&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Ou4A6CmkB5MbRrDLzpA4zo1m_mLgMgBDhZIgy7GGgGA&e=,0,2.0,0,-777.0,,,1881,1887,68,6.168504486745108, Italy,Democracy
ITA-1887,821875e2-1e42-11e4-b4cd-db5882bf8def,325,ITA,Crispi,1887-08-08,1887-08-08,1891-01-31,1891-01-31,Regular,Regular,Regular,0,OK,M,1819,1901,1819-10-04,1901-08-12,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Francesco-5FCrispi&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=-sFOcy4J-wb7tOG0JK5x-t-plZnaJAFhL9-0ItSTaBE&e=,0,1.0,0,0.0,,,1887,1891,68,3.482617712889382, Italy,Democracy
ITA-1891,821875e3-1e42-11e4-b4cd-db5882bf8def,325,ITA,Rudini,1891-02-09,1891-02-09,1892-05-05,1892-05-05,Regular,Regular,Regular,0,OK,M,1839,1908,,,,0,1.0,0,0.0,,,1891,1892,52,1.234796060151817, Italy,Democracy
ITA-1892,821875e4-1e42-11e4-b4cd-db5882bf8def,325,ITA,Giolitti,1892-05-15,1892-05-15,1893-11-24,1893-11-24,Regular,Regular,Regular,0,OK,M,1842,1928,1842-10-27,1928-07-17,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giovanni-5FGiolitti&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=uMgB7UXK--wzSU5JFFKpyEK_j05QcnlXoJMoPpIYFNY&e=,0,1.0,0,0.0,,,1892,1893,50,1.527752109899587, Italy,Democracy
ITA-1893,821875e2-1e42-11e4-b4cd-db5882bf8def,325,ITA,Crispi,1893-12-10,1893-12-10,1896-03-05,1896-03-05,Regular,Regular,Regular,1,OK,M,1819,1901,1819-10-04,1901-08-12,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Francesco-5FCrispi&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=-sFOcy4J-wb7tOG0JK5x-t-plZnaJAFhL9-0ItSTaBE&e=,0,1.0,0,0.0,,,1893,1896,74,2.234132117702622, Italy,Democracy
ITA-1896,821875e3-1e42-11e4-b4cd-db5882bf8def,325,ITA,Rudini,1896-03-10,1896-03-10,1898-06-18,1898-06-18,Regular,Regular,Regular,1,OK,M,1839,1908,,,,0,1.0,0,0.0,,,1896,1898,57,2.272462815800461, Italy,Democracy
ITA-1898,8218a6b4-1e42-11e4-b4cd-db5882bf8def,325,ITA,Pelloux,1898-06-29,1898-06-29,1900-06-18,1900-06-18,Regular,Regular,Regular,0,OK,M,1839,1924,1839-03-01,1924-10-26,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Luigi-5FPelloux&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=HaW8NBb_dprMgK0dnEG7hG3YFzLOA7QM14-XQLT83B4&e=,0,1.0,0,0.0,,,1898,1900,59,1.968555138024737, Italy,Democracy
