leader,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,numentry,numexit,numexitcode,numposttenurefate,fties,ftcur,yrbegin,Polity,pop,begin_gdppc,age,tenure,growth_rate
Gorbach,1.0,1.0,5.0,0,6.0,1,1898,0,1.0,0,0.0,0,,1961,10.0,4.049927204592524,4.139658736208178,63,2.874802357337933,0.0460620121317576
Klaus,1.0,1.0,5.0,0,6.0,1,1910,0,1.0,0,0.0,0,,1964,10.0,4.102439194360484,4.195871989459327,54,5.916617042102165,0.0368070153088307
Kreisky,1.0,1.0,5.0,0,6.0,1,1911,0,1.0,0,0.0,0,,1970,10.0,4.186051790526279,4.282531483812228,59,13.092671307419044,0.0131594639316647
Sinowatz,1.0,1.0,5.0,0,6.0,1,1929,0,1.0,0,0.0,0,,1983,10.0,4.201397124320452,4.355968457653611,54,3.06371794082014,0.0266444904612944
Vranitzky,1.0,1.0,5.0,0,6.0,1,1937,0,1.0,0,0.0,0,,1986,10.0,4.261959531560956,4.399950474386311,49,10.620341280108422,0.0280226794944186
Klima,1.0,1.0,5.0,0,6.0,1,1947,0,1.0,0,0.0,0,,1997,10.0,4.27651773609218,4.51664104332948,50,3.017173521701336,0.0284942168319479
Schussel,1.0,1.0,5.0,0,6.0,1,1945,0,1.0,0,0.0,0,,2000,10.0,4.3171031725742175,4.563517215768445,55,6.932380541694902,0.0290004709405226
Gusenbauer,1.0,1.0,5.0,0,6.0,1,1960,0,1.0,0,0.0,0,,2007,10.0,4.326506507997605,4.643784033204824,47,1.891893741829059,0.0044063719837402
Faymann,1.0,7.0,15.0,0,8.0,1,1960,0,-888.0,-888,-888.0,0,,2008,10.0,4.374492835523194,4.6475945930900275,48,7.077489613065293,0.0110738804772417
Gero,2.0,2.0,4.0,0,2.0,1,1898,1,3.0,2,1.0,0,,1956,10.0,3.9929509605704463,3.66576855071938,58,0.2710527936918622,0.0904576856649395
Nagy,2.0,3.0,13.0,0,3.0,1,1896,1,4.0,9,2.0,0,,1956,10.0,3.9929509605704463,3.66576855071938,60,0.027379070069885,0.0904576856649395
Kadar,3.0,1.0,5.0,0,6.0,1,1912,2,1.0,0,0.0,0,,1956,10.0,4.018804483937159,3.66576855071938,44,31.546164534521584,0.0443585384283247
Grosz,1.0,1.0,5.0,0,6.0,1,1930,0,1.0,0,0.0,0,,1988,10.0,4.01694810064239,4.049489371933556,58,1.3771672245152191,-0.0091014544481127
Szuros,1.0,1.0,5.0,0,6.0,1,1933,0,1.0,0,0.0,0,,1989,10.0,4.015857399705643,4.0415111129593235,56,0.5366297733697475,-0.06425520312642
Antall,1.0,4.0,5.0,0,1.0,1,1932,0,2.0,0,-777.0,0,,1990,10.0,4.015167543860469,4.01266853389633,58,3.6112993422178414,-0.0243185703185703
Boross,1.0,1.0,5.0,0,6.0,1,1928,0,1.0,0,0.0,0,,1993,10.0,4.014573088990907,3.968224349615794,65,0.5886500065025292,0.0514025876048365
Horn,1.0,1.0,5.0,0,6.0,1,1932,0,1.0,0,0.0,0,,1994,10.0,4.011337031118647,3.989993391140809,62,3.975440974147313,0.0483719237489809
Orban,1.0,1.0,5.0,0,6.0,1,1963,0,1.0,0,0.0,0,,1998,10.0,4.006745839275452,4.066811336877451,35,3.890565856930669,0.0693704426770456
Peter Medgyessy,1.0,1.0,5.0,0,6.0,1,1942,0,1.0,0,0.0,0,,2002,10.0,4.004540175985165,4.173166048472983,60,2.3436483979821627,0.0469753234976673
Ferenc Gyurcsany,1.0,1.0,5.0,0,6.0,1,1961,0,1.0,0,0.0,0,,2004,10.0,4.00089420141822,4.230423514407922,43,4.539449817586946,0.0289671628143187
Bajnai,1.0,1.0,5.0,0,6.0,1,1968,0,1.0,0,0.0,0,,2009,10.0,3.999912657289982,4.289166721471991,41,1.122541872865288,0.0147798756988201
Orban,1.0,7.0,15.0,1,8.0,1,1963,0,-888.0,-888,-888.0,0,,2010,10.0,3.993040378950071,4.301818277816289,47,5.590806108270533,0.0228889609901222
Calfa,1.0,1.0,5.0,0,6.0,1,1946,0,1.0,0,0.0,0,,1989,9.0,4.012639632273521,4.146964796989748,43,2.5380397954783467,-0.0289101566027423
Strasky,1.0,1.0,5.0,0,6.0,1,1940,0,1.0,0,0.0,0,,1992,9.0,4.01309108922303,4.107563765323825,52,0.5010369822788969,0.0127837690278618
Minghetti,1.0,1.0,5.0,1,6.0,1,1818,0,1.0,0,0.0,0,,1873,10.0,4.459950077433841,3.411788004543869,55,2.603749563646071,0.0104610616040294
Depretis,1.0,1.0,5.0,0,6.0,1,1813,0,1.0,0,0.0,0,,1876,10.0,4.46615556475221,3.4252080511386565,63,1.9603414170037716,0.0155897821187077
Cairoli,1.0,1.0,5.0,0,6.0,1,1825,0,1.0,0,0.0,0,,1878,10.0,4.468716471515473,3.4385423487861106,53,0.7145937288240005,0.0029143897996357
Depretis,1.0,1.0,5.0,1,6.0,1,1813,0,1.0,0,0.0,0,,1878,10.0,4.468716471515473,3.4385423487861106,65,0.539367680376736,0.0029143897996357
Cairoli,1.0,1.0,5.0,1,6.0,1,1825,0,1.0,0,0.0,0,,1879,10.0,4.472346820320554,3.4398062113933303,54,1.8398735086962767,0.0230657464584089
Depretis,1.0,4.0,5.0,2,1.0,1,1813,0,2.0,0,-777.0,0,,1881,10.0,4.4920476173475254,3.459392487759231,68,6.168504486745108,0.0099702380952381
Crispi,1.0,1.0,5.0,0,6.0,1,1819,0,1.0,0,0.0,0,,1887,10.0,4.5036817554213195,3.4886916983169405,68,3.4826177128893816,-0.005436546575787
Rudini,1.0,1.0,5.0,0,6.0,1,1839,0,1.0,0,0.0,0,,1891,10.0,4.506383250523838,3.479143247978613,52,1.2347960601518169,0.0004976775049767
Giolitti,1.0,1.0,5.0,0,6.0,1,1842,0,1.0,0,0.0,0,,1892,10.0,4.509242857406769,3.4795753101749884,50,1.5277521098995872,0.0077891945641365
Crispi,1.0,1.0,5.0,1,6.0,1,1819,0,1.0,0,0.0,0,,1893,10.0,4.516707206815873,3.486288760960566,74,2.234132117702622,0.0096823324630113
Rudini,1.0,1.0,5.0,1,6.0,1,1839,0,1.0,0,0.0,0,,1896,10.0,4.5222485612876895,3.4987239707479048,57,2.2724628158004614,-0.0008457553652605
Pelloux,1.0,1.0,5.0,0,6.0,1,1839,0,1.0,0,0.0,0,,1898,10.0,4.527268912739966,3.497620649781288,59,1.968555138024737,0.0189189189189189
Saracco,1.0,1.0,5.0,0,6.0,1,1821,0,1.0,0,0.0,0,,1900,10.0,4.529904944128184,3.5137501500818233,79,0.6324565186143453,0.0162377450980393
Zanardelli,1.0,5.0,5.0,0,1.0,1,1826,0,2.1,0,-777.0,0,,1901,10.0,4.53701269914582,3.5207454715194824,75,2.6776730528347605,0.0085418550899406
Giolitti,1.0,1.0,5.0,1,6.0,1,1842,0,1.0,0,0.0,0,,1903,10.0,4.544204515457395,3.5317343092765503,61,1.3333607124034033,0.0191064079952968
Fortis,1.0,1.0,5.0,0,6.0,1,1842,0,1.0,0,0.0,0,,1905,10.0,4.547737794939886,3.548020694905531,63,0.8514890791734259,0.0339750849377122
Sonnino,1.0,1.0,5.0,0,6.0,1,1847,0,1.0,0,0.0,0,,1906,10.0,4.551376796104808,3.562530768862261,59,0.2683148866848737,0.0175246440306682
Giolitti,1.0,1.0,5.0,2,6.0,1,1842,0,1.0,0,0.0,0,,1906,10.0,4.558864504642384,3.562530768862261,64,3.5127346899662557,0.0119112814895947
Sonnino,1.0,1.0,5.0,1,6.0,1,1847,0,1.0,0,0.0,0,,1909,10.0,4.563148711095859,3.582744965691277,62,0.2765286077058392,0.0007841087297437
Luzzati,1.0,1.0,5.0,0,6.0,1,1841,0,1.0,0,0.0,0,,1910,10.0,4.567226401552611,3.583085366347688,69,0.9719569874809202,0.0107077565944111
Giolitti,1.0,1.0,5.0,3,6.0,1,1842,0,1.0,0,0.0,0,,1911,10.0,4.5743322742316375,3.5877109650189114,69,2.9542016605406,-0.0030146425495262
Salandra,1.0,1.0,5.0,0,6.0,1,1853,0,1.0,0,0.0,0,,1914,10.0,4.581403461814101,3.583765368285,61,2.2286563036886453,0.0093003042155584
Boselli,1.0,1.0,5.0,0,6.0,1,1838,0,1.0,0,0.0,0,,1916,10.0,4.5795663950709455,3.5957166199434245,78,1.3689535034942537,0.0016489091831557
Orlando,1.0,1.0,5.0,0,6.0,1,1860,0,1.0,0,0.0,0,,1917,10.0,4.5711262770843115,3.597146487833695,57,1.634530483172139,-0.0321112515802781
Nitti,1.0,1.0,5.0,0,6.0,1,1868,0,1.0,0,0.0,0,,1919,10.0,4.572848377275642,3.5683190850951116,51,0.9637432664599548,0.0237773574709538
Giolitti,1.0,1.0,5.0,4,6.0,1,1842,0,1.0,0,0.0,0,,1920,10.0,4.576237660100722,3.578524605274993,78,1.0267151276206905,-0.0170229612034837
Bonomi,1.0,1.0,5.0,0,6.0,1,1873,0,1.0,0,0.0,0,,1921,10.0,4.580765363074483,3.5634810853944106,48,0.6680493097051958,0.0732240437158469
Facta,1.0,1.0,5.0,0,6.0,1,1861,0,1.0,0,0.0,0,,1922,10.0,4.585009279902461,3.594171479114912,61,0.6680493097051958,0.0814663951120162
Mussolini,1.0,2.0,9.0,0,1.0,1,1883,0,3.0,8,3.0,0,,1922,10.0,4.654917388011877,3.594171479114912,39,20.73416976392397,3.636892638928894e-05
Badoglio,2.0,1.0,5.0,0,6.0,1,1871,1,1.0,0,0.0,0,,1943,10.0,4.6560023206829575,3.5945030438200893,72,0.8542269861804144,-0.1956245230221317
Bonomi,1.0,1.0,5.0,1,6.0,1,1873,0,1.0,0,0.0,0,,1944,10.0,4.657457437356336,3.49996186559619,71,1.029453034627679,-0.0523402909550917
Parri,1.0,1.0,5.0,0,6.0,1,1890,0,1.0,0,0.0,0,,1945,10.0,4.660153714148454,3.451939869365103,55,0.4353272141111727,0.3440480395619922
de Gasperi,1.0,1.0,5.0,0,6.0,1,1881,0,1.0,0,0.0,0,,1945,10.0,4.68085200753364,3.451939869365103,64,7.63054682847697,0.1748057223595902
Pella,1.0,1.0,5.0,0,6.0,1,1902,0,1.0,0,0.0,0,,1953,10.0,4.68393813905425,3.8318697742805017,51,0.3942586090063451,0.0444771723122239
Fanfani,1.0,1.0,5.0,0,6.0,1,1908,0,1.0,0,0.0,0,,1954,10.0,4.686931060505041,3.85076872692888,46,0.0355927910908505,0.0509024252679075
Scelba,1.0,1.0,5.0,0,6.0,1,1901,0,1.0,0,0.0,0,,1954,10.0,4.686931060505041,3.85076872692888,53,1.3634776894802767,0.0254512126339537
Segni,1.0,1.0,5.0,0,6.0,1,1891,0,1.0,0,0.0,0,,1955,10.0,4.691806185470264,3.8723311212302507,64,1.8343976946823,0.0472963907151482
Zoli,1.0,1.0,5.0,0,6.0,1,1887,0,1.0,0,0.0,0,,1957,10.0,4.694394580848983,3.9115837009810757,70,1.084211174767449,0.0236577592547192
Fanfani,1.0,1.0,5.0,1,6.0,1,1908,0,1.0,0,0.0,0,,1958,10.0,4.697508317866085,3.9316612396844812,50,0.5694846574536095,0.0546582397003745
Segni,1.0,1.0,5.0,1,6.0,1,1891,0,1.0,0,0.0,0,,1959,10.0,4.700682953565875,3.954772989689717,68,1.023977220613702,0.0232493618910221
Tambroni,1.0,1.0,5.0,0,6.0,1,1901,0,1.0,0,0.0,0,,1960,10.0,4.703490849767892,3.9745116927373285,59,0.3175972128106669,0.0772004241781547
Fanfani,1.0,1.0,5.0,2,6.0,1,1908,0,1.0,0,0.0,0,,1960,10.0,4.709255540802463,3.9745116927373285,52,2.803616775156232,0.0758571933545422
Leone,1.0,1.0,5.0,0,6.0,1,1908,0,1.0,0,0.0,0,,1963,10.0,4.712651384935895,4.063558518110981,55,0.3750932599574255,0.0309260539046303
Moro,1.0,1.0,5.0,0,6.0,1,1916,0,1.0,0,0.0,0,,1963,10.0,4.724166052961921,4.063558518110981,47,4.501119119489107,0.0507429163787145
Leone,1.0,1.0,5.0,1,6.0,1,1908,0,1.0,0,0.0,0,,1968,10.0,4.726865704880984,4.161757195261727,60,0.4024723300273106,0.0506442499827741
Rumor,1.0,1.0,5.0,0,6.0,1,1915,0,1.0,0,0.0,0,,1968,10.0,4.729659571038746,4.161757195261727,53,1.5606069939834493,0.0337283814511127
Colombo,1.0,1.0,5.0,0,6.0,1,1920,0,1.0,0,0.0,0,,1970,10.0,4.73532389785516,4.1901074883140454,50,1.4428769926829434,0.0175251742835012
Andreotti,1.0,1.0,5.0,0,6.0,1,1919,0,1.0,0,0.0,0,,1972,10.0,4.738755538280461,4.205068964264459,53,1.3141953633544836,0.0285313376987839
Rumor,1.0,1.0,5.0,1,6.0,1,1915,0,1.0,0,0.0,0,,1973,10.0,4.742145625322471,4.229169702539101,58,1.3771672245152191,0.0193805309734513
Moro,1.0,1.0,5.0,1,6.0,1,1916,0,1.0,0,0.0,0,,1974,10.0,4.746934023235156,4.2456853642332355,58,1.683812809297932,0.0153348100187425
Andreotti,1.0,1.0,5.0,1,6.0,1,1919,0,1.0,0,0.0,0,,1976,10.0,4.751030391489244,4.258804839227013,57,3.0144356146943467,0.029316140408883
Cossiga,1.0,1.0,5.0,0,6.0,1,1928,0,1.0,0,0.0,0,,1979,10.0,4.7516735398701515,4.3069608628831935,51,1.2046790830749434,0.0168680641183723
Forlani,1.0,1.0,5.0,0,6.0,1,1925,0,1.0,0,0.0,0,,1980,10.0,4.752067579415126,4.321370557660815,55,0.6023395415374717,0.0039124004007824
Spadolini,1.0,1.0,5.0,0,6.0,1,1925,0,1.0,0,0.0,0,,1981,10.0,4.752322282146691,4.323066376363904,56,1.423711643634024,0.0019485765885651
Fanfani,1.0,1.0,5.0,3,6.0,1,1908,0,1.0,0,0.0,0,,1982,10.0,4.753047550924151,4.324755599037918,74,0.6762630307261613,0.0105098707569948
Craxi,1.0,1.0,5.0,0,6.0,1,1934,0,1.0,0,0.0,0,,1983,10.0,4.753810509885894,4.3292961591399655,49,3.704388180455451,0.029034902787538
Fanfani,1.0,1.0,5.0,4,6.0,1,1908,0,1.0,0,0.0,0,,1987,10.0,4.753843611024745,4.3770146804081005,79,0.2792665147128277,0.0385745466756213
Goria,1.0,1.0,5.0,0,6.0,1,1943,0,1.0,0,0.0,0,,1987,10.0,4.753843611024745,4.3770146804081005,44,0.7091179148100235,0.0385745466756213
Mita,1.0,1.0,5.0,0,6.0,1,1928,0,1.0,0,0.0,0,,1988,10.0,4.753870417729963,4.393452355133746,60,1.2457476881797709,0.0143676999555429
Andreotti,1.0,1.0,5.0,2,6.0,1,1919,0,1.0,0,0.0,0,,1989,10.0,4.754507079940807,4.405756039773956,70,2.932298404484692,0.0197298499253555
Amato,1.0,1.0,5.0,0,6.0,1,1938,0,1.0,0,0.0,0,,1992,10.0,4.754772593469106,4.43072972703482,54,0.8350616371314948,-0.0021591721505063
Ciampi,1.0,1.0,5.0,0,6.0,1,1920,0,1.0,0,0.0,0,,1993,10.0,4.75486106820607,4.429790996679063,73,1.0321909416346673,0.0142340432683061
Berlusconi,1.0,1.0,5.0,0,6.0,1,1936,0,1.0,0,0.0,0,,1994,10.0,4.754867963453077,4.44198181671945,58,0.6872146587541155,0.0360736227051228
Dini,1.0,1.0,5.0,0,6.0,1,1931,0,1.0,0,0.0,0,,1995,10.0,4.7549900193373835,4.457372433903304,64,1.3333607124034033,0.0098534214274622
Prodi,1.0,1.0,5.0,0,6.0,1,1939,0,1.0,0,0.0,0,,1996,10.0,4.755344759078666,4.465847767596693,57,2.4257856081918177,0.0161739263954666
D'Alema,1.0,1.0,5.0,0,6.0,1,1949,0,1.0,0,0.0,0,,1998,10.0,4.755614562222115,4.486425223363472,49,1.5140625748646448,0.0337255467799445
Amato,1.0,1.0,5.0,1,6.0,1,1938,0,1.0,0,0.0,0,,2000,10.0,4.7558584912242985,4.51477320983934,62,1.125279779872277,0.0121412978455184
Berlusconi,1.0,1.0,5.0,1,6.0,1,1936,0,1.0,0,0.0,0,,2001,10.0,4.764685770316407,4.525193003214828,65,4.930970519586302,0.0131439970369754
Prodi,1.0,1.0,5.0,1,6.0,1,1939,0,1.0,0,0.0,0,,2006,10.0,4.769755733161103,4.552836113286386,67,1.9767688590457024,0.0032079346506581
Berlusconi,1.0,1.0,5.0,2,6.0,1,1936,0,1.0,0,0.0,0,,2008,10.0,4.7738171811951515,4.5556135894556,72,3.5236863179942093,-0.0055083092494886
Monti,1.0,1.0,5.0,0,6.0,1,1943,0,1.0,0,0.0,0,,2011,10.0,4.780022347649187,4.545937684641882,68,1.4483528066969205,-0.0292594805268697
Letta,1.0,1.0,5.0,0,6.0,1,1966,0,1.0,0,0.0,0,,2013,10.0,4.784007020898422,4.519749262564474,47,0.8213721020965523,-0.0080074938055236
Renzi,1.0,7.0,15.0,0,8.0,1,1975,0,-888.0,-888,-888.0,0,,2014,10.0,4.783588461118306,4.516257653941758,39,1.85356304373122,0.0044015961497456
Olivier,1.0,1.0,5.0,0,6.0,1,1911,0,1.0,0,0.0,0,,1962,,2.5125082951880953,3.3541084391474008,51,9.295194288725984,0.0764159292035398
Mintoff,1.0,1.0,5.0,0,6.0,1,1916,0,1.0,0,0.0,0,,1971,,2.5457758025302315,3.6006462356623943,55,13.506095265474308,0.1040882869325307
Bonnici,1.0,1.0,5.0,0,6.0,1,1933,0,1.0,0,0.0,0,,1984,,2.542883909670746,3.9910931080488874,51,2.38471700308699,0.0389915280187812
Adami,1.0,1.0,5.0,0,6.0,1,1934,0,1.0,0,0.0,0,,1987,,2.5820245508262794,4.039136399222095,53,9.464944523159271,0.0547294873435072
Sant,1.0,1.0,5.0,0,6.0,1,1948,0,1.0,0,0.0,0,,1996,,2.588133905029953,4.228709485838291,48,1.856300950738208,0.0459666195839584
Adami,1.0,1.0,5.0,1,6.0,1,1934,0,1.0,0,0.0,0,,1998,,2.6057840991807235,4.266905572240612,64,5.544261689151728,0.0247388970598408
Gonzi,1.0,1.0,5.0,0,6.0,1,1953,0,1.0,0,0.0,0,,2004,,2.6317255584375827,4.32701138020616,51,8.966645447887363,0.0205602328396463
Muscat,1.0,7.0,15.0,0,8.0,1,1974,0,-888.0,-888,-888.0,0,,2013,,2.6507618458036366,4.400745158015005,39,2.8063546821632204,0.0468696182073497
Alia,1.0,1.0,5.0,0,3.0,1,1925,0,1.0,0,2.0,0,,1985,9.0,3.488205414982811,3.585009279902461,60,6.973449146799729,-0.0373016417799569
Berisha,1.0,1.0,5.0,0,6.0,1,1944,0,1.0,0,0.0,0,,1992,9.0,3.509368115210396,3.45358819162208,48,5.289636337501797,0.040187486284933
Fatos Nano,1.0,1.0,5.0,0,6.0,1,1952,0,1.0,0,0.0,0,,1997,9.0,3.5076624196152983,3.547403686530743,45,1.1909895480400008,0.0491053323268458
Majko,1.0,1.0,5.0,0,6.0,1,1967,0,1.0,0,0.0,0,,1998,9.0,3.504209542778603,3.5880893433305814,31,1.073259546739495,0.0721166501590913
Meta,1.0,1.0,5.0,0,6.0,1,1969,0,1.0,0,0.0,0,,1999,9.0,3.491867987147691,3.646603926101243,30,2.319007234919266,0.088515973801034
Majko,1.0,1.0,5.0,1,6.0,1,1967,0,1.0,0,0.0,0,,2002,9.0,3.487873631067306,3.748882520958529,35,0.4353272141111727,0.0705447601243458
Fatos Nano,1.0,1.0,5.0,2,6.0,1,1952,0,1.0,0,0.0,0,,2002,9.0,3.481440975886825,3.748882520958529,50,3.1157381739529217,0.0556923292210396
Berisha,1.0,1.0,5.0,1,6.0,1,1944,0,1.0,0,0.0,0,,2005,9.0,3.4795518157482848,3.8362270533391376,61,8.011115902448374,0.0453864463362504
Rama,1.0,7.0,15.0,0,8.0,1,1964,0,-888.0,-888,-888.0,0,,2013,9.0,3.482121779383767,3.9849771264154934,49,2.291628164849381,0.0128364389233954
Kolisevski,1.0,1.0,5.0,0,6.0,1,1914,0,1.0,0,0.0,0,,1980,,4.336599806251583,4.001603924149798,66,0.0301169770768735,0.0068745641127827
Mijatovic,1.0,1.0,5.0,0,6.0,1,1912,0,1.0,0,0.0,0,,1980,,4.336599806251583,4.001603924149798,68,0.9993360575508052,0.0068745641127827
Kraigher,1.0,1.0,5.0,0,6.0,1,1914,0,1.0,0,0.0,0,,1981,,4.340146550949133,4.004579293902212,67,1.002073964557794,-0.0012863645359192
Stambolic,1.0,1.0,5.0,0,6.0,1,1912,0,1.0,0,0.0,0,,1982,,4.342777867387247,4.003460532109506,70,0.9911223365298396,-0.0171626984126984
Spiljac,1.0,1.0,5.0,0,6.0,1,1916,0,1.0,0,0.0,0,,1983,,4.344136731175882,3.9959421629925505,67,1.0075497785717709,0.0061572625416371
Djuranovic,1.0,1.0,5.0,0,6.0,1,1926,0,1.0,0,0.0,0,,1984,,4.346665866742201,4.001257631312231,58,0.9993360575508052,-0.001994216771363
Vlajkovic,1.0,1.0,5.0,0,6.0,1,1922,0,1.0,0,0.0,0,,1985,,4.349063728125951,4.00039068924991,63,0.9993360575508052,0.0289739234688779
Hasani,1.0,1.0,5.0,0,6.0,1,1922,0,1.0,0,0.0,0,,1986,,4.350926073869093,4.012795058145413,64,0.9993360575508052,-0.0174774249927177
Mojsov,1.0,1.0,5.0,0,6.0,1,1920,0,1.0,0,0.0,0,,1987,,4.352876833977717,4.005137595908864,67,1.002073964557794,-0.011611819349738
Dizarevic,1.0,1.0,5.0,0,6.0,1,1926,0,1.0,0,0.0,0,,1988,,4.354761311551589,3.994932736730042,62,0.9993360575508052,0.0003035208417645
Milosevic,1.0,1.0,5.0,0,3.0,1,1941,0,1.0,0,2.0,0,,1989,,4.352317610936827,3.9950645341561417,48,11.397906870093156,-0.011921469269411
Kostunica,1.0,1.0,5.0,0,6.0,1,1944,0,1.0,0,0.0,0,,2000,,4.357629971956762,3.9280161498155666,56,2.409358166149887,0.0477398927827162
Svetozar Marovic,1.0,1.0,5.0,0,6.0,1,1955,0,1.0,0,0.0,0,,2003,,4.361727836017593,3.9861458412146984,48,3.2444198032813816,0.0493739040079648
Kucan,1.0,1.0,5.0,0,6.0,1,1941,0,1.0,0,0.0,0,,1990,8.0,3.7156889509931594,3.5286596452349897,49,1.6701232742629897,0.0171071788040261
Peterle,1.0,1.0,5.0,0,6.0,1,1948,0,1.0,0,0.0,0,,1991,8.0,3.723127651751691,3.543270207859465,43,0.3915207019993565,0.0735467305263508
Drnovsek,1.0,1.0,5.0,0,6.0,1,1950,0,1.0,0,0.0,0,,1992,8.0,3.765320980125093,3.574091161492484,42,7.9700472973435454,0.0550989840814488
Bajuk,1.0,1.0,5.0,0,6.0,1,1943,0,1.0,0,0.0,0,,2000,8.0,3.7675749621329313,3.7326924115034874,57,0.5421055873837245,0.0271058166708912
Drnovsek,1.0,1.0,5.0,1,6.0,1,1950,0,1.0,0,0.0,0,,2000,8.0,3.7685415395256823,3.7326924115034874,50,2.0643818832693346,0.0214263717512694
Anton Rop,1.0,1.0,5.0,0,6.0,1,1960,0,1.0,0,0.0,0,,2002,8.0,3.7699396981447753,3.759747951415484,42,1.913796997884967,0.034334466335923
Janez Jansa,1.0,1.0,5.0,0,6.0,1,1958,0,1.0,0,0.0,0,,2004,8.0,3.77334519997528,3.7885911355927706,46,4.032937021294072,0.0379654967631768
Borut Pahor,1.0,1.0,5.0,0,6.0,1,1963,0,1.0,0,0.0,0,,2008,8.0,3.780506833480852,3.864075132062473,45,3.219778640218485,0.0141311245635272
Janez Jansa,1.0,1.0,5.0,1,3.0,1,1958,0,1.0,0,2.0,0,,2012,8.0,3.78680549270026,3.8879547038088016,54,1.106114430823357,0.0077012684442143
Bratusek,1.0,1.0,5.0,0,6.0,0,1970,0,1.0,0,0.0,0,,2013,8.0,3.79088726846656,3.8945929479229555,43,1.4976351328227138,0.0057361376673039
Cerar,1.0,7.0,15.0,0,8.0,1,1963,0,-888.0,-888,-888.0,0,,2014,8.0,3.792770971123047,3.899546931090867,51,1.2840783862776102,0.0109640831758034
George I,1.0,2.0,14.0,0,1.0,1,1845,0,3.0,-999,3.0,0,,1863,10.0,3.734399742520567,3.30941722577814,18,49.96680287754027,-0.0015988229524276
Konstantinos I,2.0,3.0,14.0,0,2.0,1,1868,1,4.0,-999,1.0,0,,1913,10.0,3.7466341989375787,3.2732328340430454,45,4.235542139811221,-0.055863539445629
Venizelos,3.0,1.0,5.0,0,2.0,1,1864,2,1.0,0,1.0,1,0.0,1917,10.0,3.7558748556724915,3.130976691605617,53,3.395004688665749,0.1723372781065089
Dimitrios Rallis,1.0,5.0,5.0,0,6.0,1,1844,0,2.1,0,0.0,1,0.0,1920,10.0,3.7661896933101597,3.3586960995738107,76,0.0629718611607356,0.3384413309982486
Konstantinos I,1.0,2.0,7.0,1,2.0,1,1868,0,3.0,6,1.0,0,,1920,10.0,3.7701152947871015,3.3586960995738107,52,1.7933290895774725,0.1849824868651488
Plastiras,2.0,1.0,5.0,0,6.0,1,1883,1,1.0,0,0.0,0,,1922,10.0,3.7788744720027396,3.495405563146193,39,0.1670123274262989,0.0127836369447107
Gonatas,2.0,1.0,5.0,0,6.0,1,1876,1,1.0,0,0.0,0,,1922,10.0,3.7781512503836434,3.495405563146193,46,1.1581346639561387,0.0239693192713327
Venizelos,1.0,5.0,5.0,1,6.0,1,1864,0,2.1,0,0.0,1,0.0,1924,10.0,3.775100498879025,3.515741416669365,60,0.0711855821817011,0.0402561756633119
Kaphantaris,1.0,1.0,5.0,0,6.0,1,1873,0,1.0,0,0.0,0,,1924,10.0,3.775100498879025,3.515741416669365,51,0.0602339541537471,0.0402561756633119
Papanastasiou,1.0,1.0,5.0,0,6.0,1,1876,0,1.0,0,0.0,0,,1924,10.0,3.775100498879025,3.515741416669365,48,0.36687953893646,0.0402561756633119
Sophoulis,1.0,1.0,5.0,0,6.0,1,1861,0,1.0,0,0.0,0,,1924,10.0,3.775100498879025,3.515741416669365,63,0.205343025524138,0.0402561756633119
Michalakopoulos,1.0,2.0,7.0,0,6.0,1,1876,0,3.0,6,0.0,0,,1924,10.0,3.775100498879025,3.515741416669365,48,0.717331635830989,0.0402561756633119
Pangalos,2.0,2.0,7.0,0,3.0,1,1878,1,3.0,6,2.0,0,,1925,10.0,3.7811807209372614,3.5328817194073974,47,1.15539675694915,0.0093814130753444
Kondilis,2.0,1.0,5.0,0,6.0,1,1879,1,1.0,0,0.0,0,,1926,10.0,3.787247880331954,3.540954808926133,47,0.2820044217198162,0.0184172661870503
Zaimis,1.0,1.0,5.0,0,6.0,1,1855,0,1.0,0,0.0,0,,1926,10.0,3.7927417858347487,3.540954808926133,71,1.5825102500393573,0.0123741007194244
Venizelos,1.0,1.0,5.0,2,6.0,1,1864,0,1.0,0,0.0,1,0.0,1928,10.0,3.813981075636472,3.5515719736742537,64,3.893303763937658,0.0061780398764392
Papanastasiou,1.0,1.0,5.0,1,6.0,1,1876,0,1.0,0,0.0,0,,1932,10.0,3.8189513116401725,3.5621738633646483,56,0.027379070069885,0.0463140586462045
Venizelos,1.0,1.0,5.0,3,6.0,1,1864,0,1.0,0,0.0,1,0.0,1932,10.0,3.8189513116401725,3.5621738633646483,68,0.4134239580552646,0.0463140586462045
Tsaldaris,1.0,1.0,5.0,0,6.0,1,1868,0,1.0,0,0.0,1,0.0,1932,10.0,3.8189513116401725,3.5621738633646483,64,0.1861776764752185,0.0463140586462045
Venizelos,1.0,1.0,5.0,4,6.0,1,1864,0,1.0,0,0.0,1,0.0,1933,10.0,3.82529626443096,3.581835924057648,69,0.1341574433424368,0.0094290204295441
Plastiras,2.0,2.0,7.0,1,2.0,1,1883,1,3.0,6,1.0,0,,1933,10.0,3.82529626443096,3.581835924057648,50,0.010951628027954,0.0094290204295441
