leader,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,numentry,numexit,numexitcode,numposttenurefate,fties,ftcur,yrbegin,Polity,pop,begin_gdppc,age,tenure,growth_rate
Tsaldaris,1.0,2.0,7.0,1,6.0,1,1868,0,3.0,6,0.0,1,0.0,1933,10.0,3.832061614590727,3.581835924057648,65,2.584584214597151,0.0117862755369303
Kondilis,2.0,1.0,5.0,1,2.0,1,1879,1,1.0,0,1.0,0,,1935,10.0,3.8379670183686545,3.5969268143429707,56,0.1396332573564138,-0.0101188970402226
Demertzis,1.0,4.0,5.0,0,1.0,1,1876,0,2.0,0,-777.0,0,,1935,10.0,3.8379670183686545,3.5969268143429707,59,0.36687953893646,-0.0101188970402226
Metaxas,2.0,4.0,5.0,0,1.0,1,1871,1,2.0,0,-777.0,0,,1936,10.0,3.866995813110648,3.59250984790068,65,4.772171913180969,-0.0473294147712752
Korizis,1.0,4.0,5.0,0,1.0,1,1885,0,2.0,0,-777.0,0,,1941,10.0,3.8656368876996288,3.475235222604128,56,0.2162946535520921,-0.157348510210914
Tsouderos,1.0,3.0,13.0,0,2.0,1,1882,0,4.0,9,1.0,0,,1941,10.0,3.8656368876996288,3.475235222604128,59,0.021903256055908,-0.157348510210914
G. Papandreou,2.0,1.0,5.0,0,6.0,1,1888,1,1.0,0,0.0,1,0.0,1944,10.0,3.8646297245455123,3.250175948083925,56,0.2108188395381151,-0.1596402473299606
Plastiras,1.0,1.0,5.0,2,6.0,1,1883,0,1.0,0,0.0,0,,1945,10.0,3.870286828992591,3.1746411926604483,62,0.2628390726708967,0.4775919732441471
Voulgaris,1.0,1.0,5.0,0,6.0,1,1884,0,1.0,0,0.0,0,,1945,10.0,3.870286828992591,3.1746411926604483,61,0.5010369822788969,0.4775919732441471
Damaskinos,2.0,1.0,5.0,0,6.0,1,1891,1,1.0,0,0.0,0,,1945,10.0,3.870286828992591,3.1746411926604483,54,0.0410686051048276,0.4775919732441471
Kanellopoulos,1.0,1.0,5.0,0,6.0,1,1902,0,1.0,0,0.0,0,,1945,10.0,3.870286828992591,3.1746411926604483,43,0.0574960471467586,0.4775919732441471
Sophoulis,1.0,1.0,5.0,1,6.0,1,1861,0,1.0,0,0.0,0,,1945,10.0,3.870286828992591,3.1746411926604483,84,0.3641416319294715,0.4775919732441471
Poulitsas,1.0,1.0,5.0,0,6.0,1,1881,0,1.0,0,0.0,0,,1946,10.0,3.8767372971406644,3.344195715871435,65,0.0383306980978391,0.2720688094160253
K. Tsaldaris,1.0,1.0,5.0,0,6.0,1,1884,0,1.0,0,0.0,1,1.0,1946,10.0,3.8767372971406644,3.344195715871435,62,0.7638760549497936,0.2720688094160253
Maximos,1.0,1.0,5.0,0,6.0,1,1873,0,1.0,0,0.0,0,,1947,10.0,3.8892456608929797,3.44870631990508,74,0.5804362854815637,0.0199288256227758
K. Tsaldaris,1.0,1.0,5.0,1,6.0,1,1884,0,1.0,0,0.0,1,1.0,1947,10.0,3.8892456608929797,3.44870631990508,63,0.0191653490489195,0.0199288256227758
Sophoulis,1.0,4.0,5.0,2,1.0,1,1861,0,2.0,0,-777.0,0,,1947,10.0,3.8952014747788932,3.44870631990508,86,1.7933290895774725,0.0300711743772241
Diomidis,1.0,1.0,5.0,0,6.0,1,1875,0,1.0,0,0.0,0,,1949,10.0,3.878867944176259,3.4740705032150436,74,0.5202023313278165,0.0245048674051695
Theotokis,1.0,1.0,5.0,0,6.0,1,1880,0,1.0,0,0.0,0,,1950,10.0,3.883457126771201,3.484584529282843,70,0.1587986064053334,0.0769986893840104
S. Venizelos,1.0,1.0,5.0,0,6.0,1,1894,0,1.0,0,0.0,1,1.0,1950,10.0,3.883457126771201,3.484584529282843,56,0.0629718611607356,0.0769986893840104
Plastiras,1.0,1.0,5.0,3,6.0,1,1883,0,1.0,0,0.0,0,,1950,10.0,3.883457126771201,3.484584529282843,67,0.350452096894529,0.0769986893840104
S. Venizelos,1.0,1.0,5.0,1,6.0,1,1894,0,1.0,0,0.0,1,1.0,1950,10.0,3.883457126771201,3.484584529282843,56,1.1964653620539778,0.0384993446920052
Plastiras,1.0,5.0,5.0,4,6.0,1,1883,0,2.1,0,0.0,0,,1951,10.0,3.888362050248588,3.5167997040816243,68,0.9445779174110353,-0.0045634317006388
Kiousopoulos,1.0,1.0,5.0,0,5.0,1,1892,0,1.0,0,-666.0,0,,1952,10.0,3.8930453899058297,3.514813294999285,60,0.1067783732725518,0.125
Papagos,1.0,4.0,5.0,0,1.0,1,1883,0,2.0,0,-777.0,0,,1952,10.0,3.901215113789454,3.514813294999285,69,2.8720644503309445,0.0748777506112469
Stephanopoulos,1.0,1.0,5.0,0,6.0,1,1898,0,1.0,0,0.0,0,,1955,10.0,3.904770328910417,3.6028193424326997,57,0.005475814013977,0.076366358871974
Karamanlis,1.0,1.0,5.0,0,6.0,1,1907,0,1.0,0,0.0,1,0.0,1955,10.0,3.9123883536289483,3.6028193424326997,48,2.4120960731568752,0.0595624324099492
Georgakopoulos,1.0,1.0,5.0,0,6.0,1,1890,0,1.0,0,0.0,0,,1958,10.0,3.9168833981579594,3.6742179455767,68,0.199867211510161,0.0260427694262121
Karamanlis,1.0,1.0,5.0,1,6.0,1,1907,0,1.0,0,0.0,1,0.0,1958,10.0,3.9241784559960684,3.6742179455767,51,3.345722362539956,0.0362587338556002
Dovas,1.0,1.0,5.0,0,6.0,1,1898,0,1.0,0,0.0,0,,1961,10.0,3.9267658830802277,3.7330366829335797,63,0.1232058153144828,0.03125
Karamanlis,1.0,1.0,5.0,2,2.0,1,1907,0,1.0,0,1.0,1,0.0,1961,10.0,3.9283766465925862,3.7330366829335797,54,1.5989376920812886,0.0660133136094675
Pipinelis,1.0,1.0,5.0,0,6.0,1,1899,0,1.0,0,0.0,0,,1963,10.0,3.9299514528738677,3.7868933252613157,64,0.2847423287268047,0.0782424044429925
Mavromichalis,1.0,1.0,5.0,0,6.0,1,1900,0,1.0,0,0.0,0,,1963,10.0,3.9299514528738677,3.7868933252613157,63,0.1095162802795403,0.0782424044429925
G. Papandreou,1.0,1.0,5.0,1,6.0,1,1888,0,1.0,0,0.0,1,0.0,1963,10.0,3.9299514528738677,3.7868933252613157,75,0.1259437223214713,0.0782424044429925
Paraskevopoulos,1.0,1.0,5.0,0,6.0,1,1900,0,1.0,0,0.0,0,,1963,10.0,3.9299514528738677,3.7868933252613157,63,0.1341574433424368,0.0782424044429925
G. Papandreou,1.0,2.0,9.0,2,6.0,1,1888,0,3.0,8,0.0,1,0.0,1964,10.0,3.931983029025981,3.819609732751585,76,1.4045462945851044,0.044387214058476
Athaniadis-Novas,2.0,1.0,5.0,0,6.0,1,1893,1,1.0,0,0.0,0,,1965,10.0,3.9351872714381084,3.856547644856748,72,0.0574960471467586,0.0532906636983443
Tsirimokos,1.0,1.0,5.0,0,6.0,1,1907,0,1.0,0,0.0,0,,1965,10.0,3.9351872714381084,3.856547644856748,58,0.0246411630628965,0.0532906636983443
Stephanopoulos,1.0,1.0,5.0,1,3.0,1,1898,0,1.0,0,2.0,0,,1965,10.0,3.9351872714381084,3.856547644856748,67,1.262175130221702,0.0266453318491721
Paraskevopoulos,1.0,1.0,5.0,1,6.0,1,1900,0,1.0,0,0.0,0,,1966,10.0,3.9403391948442335,3.8790958795000727,66,0.2683148866848737,0.0425363276089827
Kanellopoulos,1.0,2.0,7.0,1,3.0,1,1902,0,3.0,6,2.0,0,,1967,10.0,3.941549444160657,3.8971870765801535,65,0.0492823261257931,0.0636087176887987
Kollias,2.0,2.0,7.0,0,2.0,1,1901,1,3.0,6,1.0,0,,1967,10.0,3.941549444160657,3.8971870765801535,66,0.6461460536492878,0.0636087176887987
Papadopoulos,2.0,2.0,7.0,0,3.0,1,1919,1,3.0,6,2.0,0,,1967,10.0,3.950807005868184,3.8971870765801535,48,5.952209833193016,0.0910204426423382
Ionannides,2.0,1.0,5.0,0,3.0,1,1923,1,1.0,0,2.0,0,,1973,10.0,3.952406054145231,4.086431020656368,50,0.6598355886842303,-0.0398295361416161
Karamanlis,1.0,1.0,5.0,3,6.0,1,1907,0,1.0,0,0.0,1,0.0,1974,10.0,3.984189872736093,4.068779363009561,67,5.793411226787682,0.0367588482986229
Georgios Rallis,1.0,1.0,5.0,0,6.0,1,1918,0,1.0,0,0.0,0,,1980,10.0,3.9880838268210024,4.155336037465061,62,1.451090713703909,-0.0041958041958041
A. Papandreou,1.0,1.0,5.0,0,6.0,1,1919,0,1.0,0,0.0,1,1.0,1981,10.0,4.001334055912673,4.151676230847047,62,7.6962565966446945,0.0170751057827926
Tzannetakis,1.0,1.0,5.0,0,6.0,1,1927,0,1.0,0,0.0,0,,1989,10.0,4.005592424798788,4.207284205912198,62,0.2765286077058392,-0.0094930818390519
Grivas,1.0,1.0,5.0,0,6.0,1,1923,0,1.0,0,0.0,0,,1989,10.0,4.005592424798788,4.207284205912198,66,0.1177300013005058,-0.0094930818390519
Zolotas,1.0,1.0,5.0,0,6.0,1,1904,0,1.0,0,0.0,0,,1989,10.0,4.005592424798788,4.207284205912198,85,0.3641416319294715,-0.0094930818390519
Mitsotakis,1.0,1.0,5.0,0,6.0,1,1918,0,1.0,0,0.0,0,,1990,10.0,4.0166777797128095,4.2031417191119855,72,3.5072588759522785,0.0057522347156101
A. Papandreou,1.0,5.0,5.0,1,1.0,1,1919,0,2.1,0,-777.0,1,1.0,1993,10.0,4.020881319362928,4.213021147625389,74,2.102712581367174,0.0166731320575597
Tsokhatzopulos,1.0,1.0,5.0,0,6.0,1,1939,0,1.0,0,0.0,0,,1995,10.0,4.022795127067033,4.234218469145768,56,0.172488141440276,0.0333189660310182
Simitis,1.0,1.0,5.0,0,6.0,1,1936,0,1.0,0,0.0,0,,1996,10.0,4.036746837399487,4.248452869856997,60,8.131583810755867,0.0505457050649708
Konstantinos Karamanlis,1.0,1.0,5.0,0,6.0,1,1956,0,1.0,0,0.0,1,1.0,2004,10.0,4.042726322277904,4.411289400432273,48,5.5743786662286015,0.0133144662244268
Georgios Papandreou,1.0,1.0,5.0,0,6.0,1,1952,0,1.0,0,0.0,1,1.0,2009,10.0,4.042643498813596,4.444667631970624,57,2.0972367673531966,-0.0417972982838747
Loukas Papadimos,1.0,1.0,5.0,0,6.0,1,1947,0,1.0,0,0.0,0,,2011,10.0,4.040295018686401,4.386481129682074,64,0.5119886103068509,-0.0680110066121811
Panagiotis Pikrammenos,1.0,1.0,5.0,0,6.0,1,1945,0,1.0,0,0.0,0,,2012,10.0,4.037145878962286,4.3558919131313765,67,0.0958267452445977,-0.0253382100207112
Antonis Konstantinou Samaras,1.0,1.0,5.0,0,9.0,1,1951,0,1.0,0,-999.0,0,,2012,10.0,4.031391587038129,4.3558919131313765,61,2.6010116566390824,-0.003686893168231
Alexis Tsipras,1.0,7.0,15.0,0,8.0,1,1974,0,-888.0,-888,-888.0,0,,2015,10.0,4.029585279695142,4.351061558032383,41,0.928150475369104,0.0058818287140183
Makarios,1.0,2.0,6.0,0,2.0,1,1913,0,3.0,5,1.0,0,,1960,10.0,2.8066547239918607,3.5435714239623652,47,13.911305502508608,0.0614375612945407
Sampson,2.0,2.0,2.0,0,3.0,1,1935,1,3.0,111,2.0,0,,1974,10.0,2.7856856682809013,3.8131137540078988,39,0.0191653490489195,-0.1499308011686914
Clerides,1.0,1.0,5.0,0,6.0,1,1919,0,1.0,0,0.0,0,,1974,10.0,2.7856856682809013,3.8131137540078988,55,0.3750932599574255,-0.1499308011686914
Makarios,1.0,4.0,5.0,1,1.0,1,1913,0,2.0,0,-777.0,0,,1974,10.0,2.776991584856405,3.8131137540078988,61,2.6557697967788525,0.0615613306678968
Kyprianou,1.0,1.0,5.0,0,6.0,1,1932,0,1.0,0,0.0,0,,1977,10.0,2.822309986757264,3.8867162741164782,45,10.571058953982629,0.0713206834702162
Vassiliou,1.0,1.0,5.0,0,6.0,1,1931,0,1.0,0,0.0,0,,1988,10.0,2.8666530450189573,4.138239523465188,57,5.002156101768003,0.0326258279992241
Clerides,1.0,1.0,5.0,1,6.0,1,1919,0,1.0,0,0.0,0,,1993,10.0,2.926327808339368,4.215881717373382,74,9.99883638952203,0.0481034186295955
Tassos Nikolaou Papadopoulos,1.0,1.0,5.0,0,6.0,1,1934,0,1.0,0,0.0,0,,2003,10.0,2.965789345297159,4.38644680070778,69,4.999418194761015,0.0360609972892267
Dimitris Christofias,1.0,1.0,5.0,0,6.0,1,1946,0,1.0,0,0.0,0,,2008,10.0,3.005494543623002,4.4584410426040195,62,5.002156101768003,-0.0244631093645574
Anastasiades,1.0,7.0,15.0,0,8.0,1,1946,0,-888.0,-888,-888.0,0,,2013,10.0,2.9982414949637066,4.389502753638463,67,2.836471659240094,0.0060361352420571
Brezhnev,1.0,4.0,5.0,0,1.0,1,1906,0,2.0,0,-777.0,0,,1964,4.0,5.1486699528983655,3.8295610562993927,58,18.070186246124152,0.042960896466811
Andropov,1.0,4.0,5.0,0,1.0,1,1914,0,2.0,0,-777.0,0,,1982,4.0,5.15509988410913,4.088738365273999,68,1.2484855951867595,0.0045650933398548
Chernenko,1.0,4.0,5.0,0,1.0,1,1911,0,2.0,0,-777.0,0,,1984,4.0,5.158175454875722,4.092685562937491,73,1.0705216397325066,0.0038775345342919
Gorbachev,1.0,2.0,7.0,0,6.0,1,1931,0,3.0,6,0.0,0,,1985,4.0,5.170182478768346,4.096040554295428,54,6.445033094450947,-0.0052993358144861
Yeltsin,1.0,1.0,5.0,0,6.0,1,1931,0,1.0,0,0.0,0,,1991,4.0,5.166063123572178,4.079623837958172,60,8.361567999342903,-0.0247174465476379
Putin,1.0,7.0,15.0,0,8.0,1,1952,0,-888.0,-888,-888.0,0,,2000,4.0,5.164878952484185,4.023371188982239,48,15.99759064183385,0.0778111619357611
Savisaar,1.0,1.0,5.0,0,6.0,1,1950,0,1.0,0,0.0,0,,1991,9.0,3.185608752050469,4.186126342540524,41,0.3805690739714025,-0.1391634491938831
Vahi,1.0,1.0,5.0,0,6.0,1,1947,0,1.0,0,0.0,0,,1992,9.0,3.174428618712598,4.1210470412397,45,0.689952565761104,-0.0762202101594174
Laar,1.0,1.0,5.0,0,6.0,1,1960,0,1.0,0,0.0,0,,1992,9.0,3.1651408430628662,4.1210470412397,32,2.028789092178484,-0.028865683744083
Tarand,1.0,1.0,5.0,0,6.0,1,1940,0,1.0,0,0.0,0,,1994,9.0,3.1573869487020687,4.081709450559614,54,0.4380651211181612,0.0672090991821532
Vahi,1.0,1.0,5.0,1,6.0,1,1947,0,1.0,0,0.0,0,,1995,9.0,3.1460247233463385,4.1099589700066685,48,1.9165349048919555,0.0851428295723906
Siimann,1.0,1.0,5.0,0,6.0,1,1946,0,1.0,0,0.0,0,,1997,9.0,3.138362014319703,4.178250853161297,51,2.0205753711575185,0.0057564328791054
Laar,1.0,1.0,5.0,1,6.0,1,1960,0,1.0,0,0.0,0,,1999,9.0,3.1296817284817138,4.185686790774548,39,2.847423287268048,0.0707318909596776
Kallas,1.0,1.0,5.0,0,6.0,1,1948,0,1.0,0,0.0,0,,2002,9.0,3.1269559988198163,4.269259520169614,54,1.1964653620539778,0.031808703781741
Parts,1.0,1.0,5.0,0,6.0,1,1966,0,1.0,0,0.0,0,,2003,9.0,3.121874423029876,4.296044956714531,37,2.0096237431295645,0.0463084817560091
Ansip,1.0,1.0,5.0,0,6.0,1,1956,0,1.0,0,0.0,0,,2005,9.0,3.109046762443548,4.35254025255093,49,8.950218005845432,0.0080302162537756
Roivas,1.0,7.0,15.0,0,8.0,1,1979,0,-888.0,-888,-888.0,0,,2014,9.0,3.10906739780302,4.382845196296261,35,1.7659500195075877,0.0071854551478506
Kravchuk,1.0,1.0,5.0,0,6.0,1,1934,0,1.0,0,0.0,0,,1990,4.0,4.712968084348156,3.9825877907016625,56,4.002820044217198,-0.0837220089518059
Kuchma,1.0,1.0,5.0,0,6.0,1,1938,0,1.0,0,0.0,0,,1994,4.0,4.672122270143653,3.7470553148318,56,10.516300813842856,0.0473841877963216
Yushchenko,1.0,1.0,5.0,0,6.0,1,1954,0,1.0,0,0.0,0,,2005,4.0,4.660563557380791,3.929249073142834,51,5.089769125991635,0.0216659679816997
Yanukovych,1.0,1.0,5.0,0,2.0,1,1950,0,1.0,0,1.0,0,,2010,4.0,4.65267045600088,3.9823259054638367,60,3.991868416189244,0.0056448987057733
Oleksandr Turchynov,1.0,1.0,5.0,0,6.0,1,1964,0,1.0,0,0.0,0,,2014,4.0,4.647671142339484,3.9920230277638504,50,0.2847423287268047,-0.0872886534935831
Petro Poroshenko,1.0,7.0,15.0,0,8.0,1,1965,0,-888.0,-888,-888.0,0,,2014,4.0,4.647671142339484,3.9920230277638504,49,1.5660828079974265,-0.0436443267467915
Shushkevich,1.0,1.0,5.0,0,6.0,1,1934,0,1.0,0,0.0,0,,1991,-7.0,4.010241174042153,4.048082764008133,57,2.357337933017105,-0.0966439699439996
Kuznyatsu,1.0,1.0,5.0,0,6.0,1,1947,0,1.0,0,0.0,0,,1994,-7.0,4.008833914689456,3.8993827602854654,47,0.005475814013977,-0.1183029225538424
Hryb,1.0,1.0,5.0,0,6.0,1,1938,0,1.0,0,0.0,0,,1994,-7.0,4.008833914689456,3.8993827602854654,56,0.4736579122090118,-0.1183029225538424
Lukashenko,1.0,7.0,15.0,0,8.0,1,1954,0,-888.0,-888,-888.0,0,,1994,-7.0,3.9818287054641885,3.8993827602854654,40,21.44876349274797,0.0584742912114656
Ter-Petrosyan,1.0,1.0,5.0,0,6.0,1,1945,0,1.0,0,0.0,0,,1991,7.0,3.4730379341465945,3.910713554154875,46,6.302661930087544,-0.0552294145819067
Kocharian,1.0,1.0,5.0,0,6.0,1,1954,0,1.0,0,0.0,0,,1998,7.0,3.4688586798574126,3.6984531470432427,44,10.176800344976282,0.0925966763049789
Sarkisyan,1.0,7.0,15.0,0,8.0,1,1954,0,-888.0,-888,-888.0,0,,2008,7.0,3.466014334619286,4.003495549998774,54,7.726373573721569,-0.0004812707165834
Mutalibov,1.0,1.0,5.0,0,6.0,1,1938,0,1.0,0,0.0,0,,1991,-7.0,3.86992521468492,3.8644598467133116,53,0.4928232612579313,-0.2295542103908021
Mamedov,1.0,1.0,5.0,0,5.0,1,1941,0,1.0,0,-666.0,0,,1992,-7.0,3.876685450336911,3.7512019328542547,51,0.188915583482207,-0.2347298621976787
Mutalibov,1.0,2.0,4.0,1,2.0,1,1938,0,3.0,2,1.0,0,,1992,-7.0,3.876685450336911,3.7512019328542547,54,0.010951628027954,-0.2347298621976787
Gambarov,2.0,1.0,5.0,0,6.0,1,1957,1,1.0,0,0.0,0,,1992,-7.0,3.876685450336911,3.7512019328542547,35,0.0766613961956782,-0.2347298621976787
Abulfaz Elchibey,2.0,2.0,11.0,0,6.0,1,1938,1,3.0,4,0.0,0,,1992,-7.0,3.876685450336911,3.7512019328542547,54,1.0048118715647822,-0.1173649310988393
H. Aliyev,1.0,5.0,5.0,0,6.0,1,1923,0,2.1,0,0.0,1,0.0,1993,-7.0,3.920082317507548,3.635016699573616,70,10.11109057680856,0.023029093874315
Ilhma Aliyev,1.0,7.0,15.0,0,8.0,1,1961,0,-888.0,-888,-888.0,1,,2003,-7.0,3.9727919051189846,3.7330786809054253,42,12.408194555671916,0.1714029305796965
Svinhufud,1.0,5.0,5.0,0,6.0,1,1861,0,2.1,0,0.0,0,,1917,10.0,3.494850021680094,3.401400540781544,56,1.040404662655633,-0.0666666666666666
Mannerheim,1.0,1.0,5.0,0,6.0,1,1867,0,1.0,0,0.0,0,,1918,10.0,3.49373680227684,3.3392526340327,51,0.5475814013977015,0.210164835164835
Stahlberg,1.0,1.0,5.0,0,6.0,1,1865,0,1.0,0,0.0,0,,1919,10.0,3.5190400386483445,3.4220971631317103,54,5.599019829291498,0.0673477109345441
Relander,1.0,1.0,5.0,0,6.0,1,1883,0,1.0,0,0.0,0,,1925,10.0,3.541079767776629,3.569490954348783,42,5.996016345304832,0.0180993442917452
Svinhufud,1.0,1.0,5.0,1,6.0,1,1861,0,1.0,0,0.0,0,,1931,10.0,3.5594277997594896,3.614264287358705,70,5.99875425231182,0.0555420515313563
Kallio,1.0,5.0,5.0,0,1.0,1,1873,0,2.1,0,-777.0,0,,1937,10.0,3.567966906823154,3.73917663191073,64,3.7454567855602794,-0.0160437556973564
Ryti,1.0,1.0,5.0,0,3.0,1,1889,0,1.0,0,2.0,0,,1940,10.0,3.5722906061514177,3.710371264260763,51,3.6167751562318182,0.0360900058445353
Mannerheim,1.0,5.0,5.0,1,2.0,1,1867,0,2.1,0,1.0,0,,1944,10.0,3.5804687839510017,3.7689339421867816,77,1.579772343032369,-0.0002553626149131
Paasikivi,1.0,1.0,5.0,0,6.0,1,1879,0,1.0,0,0.0,0,,1946,10.0,3.6316162349087158,3.7687120803776635,67,9.976933133466122,0.0437574518821325
Kekkonen,1.0,5.0,5.0,0,6.0,1,1900,0,2.1,0,0.0,0,,1956,10.0,3.6812379801547586,3.926342446625655,56,25.530982840167837,0.0569403937294932
Koivisto,1.0,1.0,5.0,0,6.0,1,1923,0,1.0,0,0.0,0,,1981,10.0,3.7065755689936997,4.320872965227249,58,12.468428509825664,0.0141928658301335
Marthi Ahtisaari,1.0,1.0,5.0,0,6.0,1,1937,0,1.0,0,0.0,0,,1994,10.0,3.7140118051346573,4.39441069059896,57,6.001492159318809,0.0454657512670617
Halonen,1.0,1.0,5.0,0,6.0,0,1943,0,1.0,0,0.0,0,,2000,10.0,3.7335159285865114,4.514411850350649,57,12.000246411630629,0.0117991071088723
Sauli Niinistö,1.0,7.0,15.0,0,8.0,1,1948,0,-888.0,-888,-888.0,0,,2012,10.0,3.7387433921438027,4.576387426751579,64,3.833069809783911,-0.0057553575217483
Michelsen,1.0,1.0,5.0,0,6.0,1,1857,0,1.0,0,0.0,0,,1905,10.0,3.367169488534681,3.521399628115376,48,2.6557697967788525,0.0215733493879189
Lovland,1.0,1.0,5.0,0,6.0,1,1857,0,1.0,0,0.0,0,,1907,10.0,3.3703280077795106,3.5486350598147514,50,0.3750932599574255,0.0212044105173876
Knudsen,1.0,1.0,5.0,0,6.0,1,1848,0,1.0,0,0.0,0,,1908,10.0,3.377306251068199,3.5577477416414682,60,1.8727283927801397,0.0296234772978959
Konow,1.0,1.0,5.0,0,6.0,1,1845,0,1.0,0,0.0,0,,1910,10.0,3.384353414137506,3.582744965691277,65,2.047954441227404,0.0195155950514026
Bratlie,1.0,1.0,5.0,0,6.0,1,1856,0,1.0,0,0.0,0,,1912,10.0,3.388633969351789,3.6074550232146687,56,0.9445779174110353,0.0901234567901234
Knudsen,1.0,1.0,5.0,1,6.0,1,1848,0,1.0,0,0.0,0,,1913,10.0,3.4207806195485655,3.6449307079135873,65,7.389611011861982,0.0091732729331823
Halvorsen,1.0,1.0,5.0,0,6.0,1,1872,0,1.0,0,0.0,0,,1920,10.0,3.426185825244511,3.675686708699401,48,1.0048118715647822,-0.0545473728634733
Blehr,1.0,1.0,5.0,1,6.0,1,1847,0,1.0,0,0.0,0,,1921,10.0,3.433449793761596,3.6255182289716377,74,1.7002402513398631,0.0767408810990052
Halvorsen,1.0,4.0,5.0,1,1.0,1,1872,0,2.0,0,-777.0,0,,1923,10.0,3.4360035356698964,3.6875289612146345,51,0.2162946535520921,-0.0170431211498973
Berge,1.0,1.0,5.0,0,6.0,1,1851,0,1.0,0,0.0,0,,1923,10.0,3.4360035356698964,3.6875289612146345,72,1.0924248957884146,-0.0085215605749486
Mowinckel,1.0,1.0,5.0,0,6.0,1,1870,0,1.0,0,0.0,0,,1924,10.0,3.4413808849165113,3.6800634274819486,54,1.6865507163049207,-0.0038646333820764
Lykke,1.0,1.0,5.0,0,6.0,1,1872,0,1.0,0,0.0,0,,1926,10.0,3.4448251995097476,3.6766936096248664,54,1.8836800208080933,0.0516842105263157
Hornsrud,1.0,1.0,5.0,0,6.0,1,1859,0,1.0,0,0.0,0,,1928,10.0,3.446381812222442,3.7194141597025934,69,0.0711855821817011,0.0648731158175921
Mowinckel,1.0,1.0,5.0,1,6.0,1,1870,0,1.0,0,0.0,0,,1928,10.0,3.450864692379766,3.7194141597025934,58,3.2279923612394503,0.0026712459454302
Kolstad,1.0,5.0,5.0,0,1.0,1,1878,0,2.1,0,-777.0,0,,1931,10.0,3.4536240735914507,3.7240299729355977,53,0.728283263858943,0.0432320181234662
Braadland,1.0,1.0,5.0,0,6.0,1,1879,0,1.0,0,0.0,0,,1932,10.0,3.4560622244549513,3.7424108805804925,53,0.1149920942935173,0.0193630112196887
Hundseid,1.0,1.0,5.0,0,6.0,1,1883,0,1.0,0,0.0,0,,1932,10.0,3.4560622244549513,3.7424108805804925,49,0.9527916384320008,0.0193630112196887
Mowinckel,1.0,1.0,5.0,2,6.0,1,1870,0,1.0,0,0.0,0,,1933,10.0,3.460747541844197,3.7507397512353506,63,2.0370028131994498,0.0250902420261553
Nygaardsvold,1.0,3.0,13.0,0,2.0,1,1879,0,4.0,9,1.0,0,,1935,10.0,3.473194909204938,3.7822575736633017,56,5.059652148914762,0.0104562214517638
Quisling,3.0,3.0,13.0,0,6.0,1,1887,2,4.0,9,0.0,0,,1940,10.0,3.4900990050633047,3.808683509128969,53,5.076079590956693,-0.0024079540158458
Nygaardsvold,1.0,1.0,5.0,1,6.0,1,1879,0,1.0,0,0.0,0,,1945,10.0,3.4951278812429334,3.8023631743095474,66,0.1341574433424368,0.08921815889029
Gerhardsen,1.0,1.0,5.0,0,6.0,1,1897,0,1.0,0,0.0,0,,1945,10.0,3.5179702051232162,3.8023631743095474,48,6.382061233290211,0.0606647450909745
Torp,1.0,1.0,5.0,0,6.0,1,1893,0,1.0,0,0.0,0,,1951,10.0,3.5349659328058243,3.956072336995183,58,3.170496314092692,0.0278269528656782
Gerhardsen,1.0,1.0,5.0,1,6.0,1,1897,0,1.0,0,0.0,0,,1955,10.0,3.5642564272791315,4.001906704040885,58,8.583338466908971,0.0296362670914642
Lyng,1.0,1.0,5.0,0,6.0,1,1905,0,1.0,0,0.0,0,,1963,10.0,3.5675367446706248,4.104589527179372,58,0.0793993032026667,0.0418926353847362
Gerhardsen,1.0,1.0,5.0,2,6.0,1,1897,0,1.0,0,0.0,0,,1963,10.0,3.570910883570103,4.104589527179372,66,2.047954441227404,0.0295789777044198
Borten,1.0,1.0,5.0,0,6.0,1,1913,0,1.0,0,0.0,0,,1965,10.0,3.5914028908662274,4.141512482877423,52,5.423793780844234,0.034170757532005
Bratteli,1.0,1.0,5.0,0,6.0,1,1910,0,1.0,0,0.0,0,,1971,10.0,3.594724388102359,4.222508376039671,61,1.590723971060323,0.0214773544212796
Korvald,1.0,1.0,5.0,0,6.0,1,1916,0,1.0,0,0.0,0,,1972,10.0,3.597762408631113,4.240773825284193,56,0.9938602435368282,0.0368200356137629
Bratteli,1.0,1.0,5.0,1,6.0,1,1910,0,1.0,0,0.0,0,,1973,10.0,3.604890166855452,4.2564772062416765,63,2.234132117702622,0.0472760849492151
Nordli,1.0,5.0,5.0,0,6.0,1,1927,0,2.1,0,0.0,0,,1976,10.0,3.612752289778482,4.314077991779213,49,5.073341683949705,0.0288613941452369
Brundtland,1.0,1.0,5.0,0,6.0,0,1939,0,1.0,0,0.0,0,,1981,10.0,3.614347359081986,4.383438335256655,42,0.689952565761104,-0.0015716117291865
Willoch,1.0,1.0,5.0,0,6.0,1,1928,0,1.0,0,0.0,0,,1981,10.0,3.6197813925915194,4.383438335256655,53,4.566828887656831,0.0357748459406923
Brundtland,1.0,1.0,5.0,1,6.0,0,1939,0,1.0,0,0.0,0,,1986,10.0,3.6259440854234297,4.454905809342959,47,3.438811200777565,0.0038415660959865
