idacr,yrend,gdppc,pop
POL,1536,950.0,
POL,1537,963.0,
POL,1538,969.0,
POL,1539,971.0,
POL,1540,982.0,
POL,1541,995.0,
POL,1542,1007.0,
POL,1543,1027.0,
POL,1544,1041.0,
POL,1545,1054.0,
POL,1546,1063.0,
POL,1547,1057.0,
POL,1548,1049.0,
POL,1549,1049.0,
POL,1550,1041.0,
POL,1551,1038.0,
POL,1552,1042.0,
POL,1553,1044.0,
POL,1554,1047.0,
POL,1555,1052.0,
POL,1556,1060.0,
POL,1557,1078.0,
POL,1558,1103.0,
POL,1559,1125.0,
POL,1560,1146.0,
POL,1561,1162.0,
POL,1562,1170.0,
POL,1563,1172.0,
POL,1564,1175.0,
POL,1565,1176.0,
POL,1566,1170.0,
POL,1567,1168.0,
POL,1568,1170.0,
POL,1569,1175.0,
POL,1570,1181.0,
POL,1571,1180.0,
POL,1572,1191.0,
POL,1573,1205.0,
POL,1574,1215.0,
POL,1575,1234.0,
POL,1576,1253.0,
POL,1577,1274.0,
POL,1578,1291.0,
POL,1579,1290.0,
POL,1580,1286.0,
POL,1581,1283.0,
POL,1582,1280.0,
POL,1583,1274.0,
POL,1584,1266.0,
POL,1585,1261.0,
POL,1586,1242.0,
POL,1587,1224.0,
POL,1588,1223.0,
POL,1589,1200.0,
POL,1590,1186.0,
POL,1591,1160.0,
POL,1592,1143.0,
POL,1593,1127.0,
POL,1594,1113.0,
POL,1595,1101.0,
POL,1596,1078.0,
POL,1597,1070.0,
POL,1598,1058.0,
POL,1599,1038.0,
POL,1600,1038.0,5000.0
POL,1601,1027.0,
POL,1602,1020.0,
POL,1603,1012.0,
POL,1604,1007.0,
POL,1605,1004.0,
POL,1606,996.0,
POL,1607,999.0,
POL,1608,998.0,
POL,1609,996.0,
POL,1610,995.0,
POL,1611,990.0,
POL,1612,987.0,
POL,1613,980.0,
POL,1614,976.0,
POL,1615,960.0,
POL,1616,940.0,
POL,1617,923.0,
POL,1618,912.0,
POL,1619,889.0,
POL,1620,872.0,
POL,1621,853.0,
POL,1622,834.0,
POL,1623,827.0,
POL,1624,826.0,
POL,1625,824.0,
POL,1626,832.0,
POL,1627,835.0,
POL,1628,848.0,
POL,1629,859.0,
POL,1630,872.0,
POL,1631,883.0,
POL,1632,893.0,
POL,1633,905.0,
POL,1634,912.0,
POL,1635,921.0,
POL,1636,925.0,
POL,1637,928.0,
POL,1638,931.0,
POL,1639,934.0,
POL,1640,929.0,
POL,1641,921.0,
POL,1642,921.0,
POL,1643,917.0,
POL,1644,913.0,
POL,1645,901.0,
POL,1646,897.0,
POL,1647,897.0,
POL,1648,896.0,
POL,1649,901.0,
POL,1650,901.0,
POL,1651,909.0,
POL,1652,917.0,
POL,1653,920.0,
POL,1654,928.0,
POL,1655,934.0,
POL,1656,947.0,
POL,1657,947.0,
POL,1658,942.0,
POL,1659,934.0,
POL,1660,923.0,
POL,1661,912.0,
POL,1662,901.0,
POL,1663,891.0,
POL,1664,880.0,
POL,1665,866.0,
POL,1666,845.0,
POL,1667,827.0,
POL,1668,811.0,
POL,1669,805.0,
POL,1670,800.0,
POL,1671,792.0,
POL,1672,784.0,
POL,1673,800.0,
POL,1674,810.0,
POL,1675,824.0,
POL,1676,848.0,
POL,1677,880.0,
POL,1678,910.0,
POL,1679,952.0,
POL,1680,988.0,
POL,1681,1011.0,
POL,1682,1031.0,
POL,1683,1044.0,
POL,1684,1041.0,
POL,1685,1047.0,
POL,1686,1055.0,
POL,1687,1060.0,
POL,1688,1057.0,
POL,1689,1052.0,
POL,1690,1028.0,
POL,1691,1007.0,
POL,1692,999.0,
POL,1693,993.0,
POL,1694,995.0,
POL,1695,998.0,
POL,1696,995.0,
POL,1697,985.0,
POL,1698,977.0,
POL,1699,980.0,
POL,1700,985.0,6000.0
POL,1701,991.0,
POL,1702,998.0,
POL,1703,991.0,
POL,1704,982.0,
POL,1705,983.0,
POL,1706,990.0,
POL,1707,987.0,
POL,1708,982.0,
POL,1709,974.0,
POL,1710,953.0,
POL,1711,929.0,
POL,1712,910.0,
POL,1713,896.0,
POL,1714,912.0,
POL,1715,928.0,
POL,1716,937.0,
POL,1717,948.0,
POL,1718,953.0,
POL,1719,964.0,
POL,1720,971.0,
POL,1721,980.0,
POL,1722,995.0,
POL,1723,1006.0,
POL,1724,1015.0,
POL,1725,1006.0,
POL,1726,1004.0,
POL,1727,996.0,
POL,1728,983.0,
POL,1729,977.0,
POL,1730,971.0,
POL,1731,958.0,
POL,1732,953.0,
POL,1733,953.0,
POL,1734,956.0,
POL,1735,955.0,
POL,1736,947.0,
POL,1737,940.0,
POL,1738,939.0,
POL,1739,934.0,
POL,1740,931.0,
POL,1741,931.0,
POL,1742,947.0,
POL,1743,999.0,
POL,1744,1007.0,
POL,1745,1015.0,
POL,1746,1023.0,
POL,1747,1039.0,
POL,1748,1054.0,
POL,1749,1065.0,
POL,1750,1079.0,
POL,1751,1095.0,
POL,1752,1105.0,
POL,1753,1111.0,
POL,1754,1070.0,
POL,1755,1070.0,
POL,1756,1054.0,
POL,1757,1042.0,
POL,1758,1036.0,
POL,1759,1028.0,
POL,1760,1019.0,
POL,1761,1011.0,
POL,1762,1004.0,
POL,1763,991.0,
POL,1764,985.0,
POL,1765,979.0,
POL,1766,974.0,
POL,1767,976.0,
POL,1768,982.0,
POL,1769,982.0,
POL,1770,982.0,
POL,1771,976.0,
POL,1772,974.0,
POL,1773,974.0,
POL,1774,982.0,
POL,1775,991.0,
POL,1776,995.0,
POL,1777,987.0,
POL,1778,990.0,
POL,1779,998.0,
POL,1780,1004.0,
POL,1781,1003.0,
POL,1782,1001.0,
POL,1783,991.0,
POL,1784,979.0,
POL,1785,968.0,
POL,1786,955.0,
POL,1787,958.0,
POL,1788,964.0,
POL,1789,960.0,
POL,1790,942.0,
POL,1791,928.0,
POL,1792,923.0,
POL,1793,921.0,
POL,1794,931.0,
POL,1795,940.0,
POL,1796,953.0,
POL,1797,958.0,
POL,1798,937.0,
POL,1799,925.0,
POL,1800,902.0,
POL,1811,690.0,
POL,1812,663.0,
POL,1813,679.0,
POL,1814,720.0,
POL,1815,733.0,
POL,1816,736.0,
POL,1817,746.0,
POL,1818,762.0,
POL,1819,792.0,
POL,1820,818.0,10426.0
POL,1821,834.0,
POL,1822,850.0,
POL,1823,870.0,
POL,1824,888.0,
POL,1825,897.0,
POL,1826,902.0,
POL,1827,921.0,
POL,1828,942.0,
POL,1829,953.0,
POL,1830,942.0,
POL,1831,929.0,
POL,1832,923.0,
POL,1833,920.0,
POL,1834,923.0,
POL,1835,915.0,
POL,1836,912.0,
POL,1837,923.0,
POL,1838,921.0,
POL,1839,913.0,
POL,1840,907.0,
POL,1841,921.0,
POL,1842,917.0,
POL,1843,913.0,
POL,1844,915.0,
POL,1845,932.0,
POL,1846,944.0,
POL,1847,956.0,
POL,1848,960.0,
POL,1849,960.0,
POL,1850,985.0,13000.0
POL,1851,1038.0,
POL,1852,1062.0,
POL,1853,1108.0,
POL,1854,1133.0,
POL,1855,1162.0,
POL,1856,1159.0,
POL,1857,1183.0,
POL,1858,1237.0,
POL,1859,1296.0,
POL,1860,1358.0,
POL,1861,1387.0,
POL,1862,1376.0,
POL,1863,1387.0,
POL,1864,1420.0,
POL,1865,1446.0,
POL,1866,1470.0,
POL,1867,1516.0,
POL,1868,1556.0,
POL,1869,1559.0,
POL,1870,1575.0,16865.0
POL,1871,1576.0,
POL,1872,1599.0,
POL,1873,1653.0,
POL,1874,1682.0,
POL,1875,1686.0,
POL,1876,1733.0,
POL,1877,1761.0,
POL,1878,1800.0,
POL,1879,1835.0,
POL,1880,1886.0,
POL,1881,1927.0,
POL,1882,1978.0,
POL,1883,2026.0,
POL,1884,2056.0,
POL,1885,2083.0,
POL,1886,2091.0,
POL,1887,2087.0,
POL,1888,2120.0,
POL,1889,2161.0,
POL,1890,2204.0,22854.0
POL,1891,2235.0,
POL,1892,2276.0,
POL,1893,2311.0,
POL,1894,2340.0,
POL,1895,2364.0,
POL,1896,2415.0,
POL,1897,2477.0,
POL,1898,2546.0,
POL,1899,2630.0,
POL,1900,2700.0,24750.0
POL,1910,2694.0,26644.0
POL,1913,2772.0,26710.0
POL,1920,3000.0,23968.0
POL,1929,3374.0,27856.0
POL,1930,3178.0,28204.0
POL,1931,2906.0,28615.0
POL,1932,2643.0,29022.0
POL,1933,2534.0,29421.0
POL,1934,2539.0,29771.0
POL,1935,2546.0,30129.0
POL,1936,2590.0,30471.0
POL,1937,3052.0,30791.0
POL,1938,3478.0,31062.0
POL,1948,3439.4911,23980.0
POL,1949,3630.2634,24410.0
POL,1950,3900.0,24824.0
POL,1951,4001.0,25262.265
POL,1952,4018.0,25730.551
POL,1953,4173.0,26221.264
POL,1954,4328.0,26715.134
POL,1955,4454.0,27220.668
POL,1956,4565.0,27743.876
POL,1957,4721.0,28235.346
POL,1958,4873.0,28692.576
POL,1959,4935.0,29152.334
POL,1960,5125.0,29589.842
POL,1961,5461.0,29978.949
POL,1962,5325.0,30329.617
POL,1963,5582.0,30662.122
POL,1964,5773.0,30975.52
POL,1965,6036.0,31262.358
POL,1966,6362.0,31532.016
POL,1967,6540.0,31785.378
POL,1968,6881.0,32034.813
POL,1969,6760.0,32280.848
POL,1970,7058.0,32526.0
POL,1971,7503.0,32777.81
POL,1972,7986.0,33039.545
POL,1973,8512.0,33331.131
POL,1974,8928.0,33642.89
POL,1975,9258.0,33969.24
POL,1976,9397.0,34299.428
POL,1977,9483.0,34621.254
POL,1978,9741.0,34929.072
POL,1979,9471.0,35256.645
POL,1980,9149.0,35578.016
POL,1981,8584.0,35901.961
POL,1982,8429.0,36227.381
POL,1983,8764.0,36571.418
POL,1984,9006.0,36904.134
POL,1985,9022.0,37225.792
POL,1986,9240.0,37504.275
POL,1987,9059.0,37740.71
POL,1988,9228.0,37866.84
POL,1989,9060.0,37970.155
POL,1990,8150.0,38119.408
POL,1991,7625.8427,38254.85015
POL,1992,7873.9249,38372.35074
POL,1993,8229.5291,38470.11337
POL,1994,8721.8274,38551.37626
POL,1995,9408.2745,38603.7341
POL,1996,10066.171,38633.11275
POL,1997,10811.2742,38658.40848
POL,1998,11413.2559,38672.23261
POL,1999,12058.4198,38669.01532
POL,2000,12732.1668,38657.63829
POL,2001,13017.5843,38646.97523
POL,2002,13415.5709,38629.07851
POL,2003,14035.6364,38603.01499
POL,2004,14906.0942,38580.43392
POL,2005,15580.9367,38563.48245
POL,2006,16711.448,38539.05229
POL,2007,18067.428,38518.12934
POL,2008,19011.5461,38523.38205
POL,2009,19718.4644,38476.51228
POL,2010,20608.6931,38439.55179
POL,2011,21837.0,38460.22669
POL,2012,22188.0,38460.13423
POL,2013,22510.0,38436.92669
POL,2014,23266.0,38408.16937
POL,2015,24177.0,38382.58177
POL,2016,24838.0,38366.08651
POL,2017,26061.1636,38370.87493
POL,2018,27455.237,38370.79814
PRI,1950,3416.0,2218.0
PRI,1951,3515.0,2235.0
PRI,1952,3730.0,2227.0
PRI,1953,3937.0,2204.0
PRI,1954,4081.0,2214.0
PRI,1955,4221.0,2250.0
PRI,1956,4525.0,2249.0
PRI,1957,4729.0,2260.0
PRI,1958,4784.0,2299.0
PRI,1959,5161.0,2322.0
PRI,1960,5451.0,2358.0
PRI,1961,5859.0,2403.0
PRI,1962,6183.0,2448.0
PRI,1963,6693.0,2497.0
PRI,1964,7012.0,2552.0
PRI,1965,7519.0,2597.0
PRI,1966,7957.0,2627.0
PRI,1967,8388.0,2649.0
PRI,1968,8705.0,2674.0
PRI,1969,9306.0,2722.0
PRI,1970,10117.0,2722.0
PRI,1971,10587.0,2766.0
PRI,1972,11046.0,2847.0
PRI,1973,11639.0,2863.0
PRI,1974,11552.0,2887.0
PRI,1975,11073.0,2935.0
PRI,1976,11308.0,3026.0
PRI,1977,11832.0,3081.0
PRI,1978,12463.0,3118.0
PRI,1979,13012.0,3168.0
PRI,1980,13040.0,3210.0
PRI,1981,13061.0,3239.0
PRI,1982,12511.0,3279.0
PRI,1983,12428.0,3316.0
PRI,1984,13201.0,3350.0
PRI,1985,13345.0,3382.0
PRI,1986,14304.0,3413.0
PRI,1987,14870.0,3444.0
PRI,1988,15701.0,3475.0
PRI,1989,16332.0,3506.0
PRI,1990,16799.0,3537.0
PRI,1991,17332.1806,3562.0
PRI,1992,18290.7323,3585.0
PRI,1993,19278.6267,3615.0
PRI,1994,20213.1143,3649.0
PRI,1995,21267.3769,3683.0
PRI,1996,21856.0174,3725.0
PRI,1997,23069.0273,3759.0
PRI,1998,24586.2218,3781.0
PRI,1999,26186.2996,3800.0
PRI,2000,27392.4588,3811.0
PRI,2001,29517.0484,3819.0
PRI,2002,30218.0131,3824.0
PRI,2003,30688.1011,3826.0
PRI,2004,32110.837,3827.0
PRI,2005,32013.5409,3822.0
PRI,2006,32195.1606,3805.0
PRI,2007,32511.1143,3783.0
PRI,2008,32604.0901,3761.0
PRI,2009,32648.1044,3741.0
PRI,2010,33195.4428,3722.0
PRI,2011,33981.0,3679.0
PRI,2012,34395.0,3636.0
PRI,2013,34736.0,3589.0
PRI,2014,34787.0,3534.0
PRI,2015,35384.0,3473.0
PRI,2016,35082.0,3411.0
PRI,2017,35439.2049,3351.827
PRI,2018,35076.2933,3294.626
PRK,1820,752.7256,4345.0
PRK,1870,757.5924,4511.0
PRK,1911,1073.7922,
PRK,1912,1170.1295,
PRK,1913,1216.4598,4897.0
PRK,1914,1219.2502,
PRK,1915,1286.298,
PRK,1916,1385.4614,
PRK,1917,1307.7707,
PRK,1918,1382.3108,
PRK,1919,1102.6469,
PRK,1920,1469.8208,
PRK,1921,1440.4433,
PRK,1922,1433.4869,
PRK,1923,1453.1302,
PRK,1924,1402.9271,
PRK,1925,1422.4948,
PRK,1926,1460.8979,
PRK,1927,1593.8983,
PRK,1928,1561.0218,
PRK,1929,1596.1881,
PRK,1930,1725.5968,
PRK,1931,1831.3139,
PRK,1932,1837.194,
PRK,1933,1895.4533,
PRK,1934,1793.0281,
PRK,1935,1996.1649,
PRK,1936,2121.9248,
PRK,1937,2469.6778,
PRK,1938,2557.0732,
PRK,1939,2494.3378,
PRK,1940,2623.7305,
PRK,1941,2621.0433,
PRK,1942,2399.6422,
PRK,1943,2462.0046,
PRK,1990,2455.8186,20451.0
PRK,1991,2315.9589,20813.0
PRK,1992,2120.5461,21182.0
PRK,1993,1996.2933,21563.0
PRK,1994,1925.956,21852.0
PRK,1995,1816.009,22107.0
PRK,1996,1733.0995,22324.0
PRK,1997,1604.8995,22443.0
PRK,1998,1579.9309,22483.0
PRK,1999,1664.6422,22594.0
PRK,2000,1657.1444,22785.0
PRK,2001,1704.3733,22977.0
PRK,2002,1710.9496,23165.0
PRK,2003,1729.6221,23330.0
PRK,2004,1753.6919,23477.0
PRK,2005,1808.0618,23621.0
PRK,2006,1778.4957,23764.0
PRK,2007,1746.9276,23908.0
PRK,2008,1794.6574,24051.0
PRK,2009,1768.8897,24191.0
PRK,2010,1751.4363,24326.0
PRK,2011,1756.6108,24457.0
PRK,2012,1770.9209,24589.0
PRK,2013,1781.3008,24720.0
PRK,2014,1791.3436,24852.0
PRK,2015,1762.5167,24983.0
PRK,2016,1742.0223,25115.0
PRK,2017,1673.2784,25248.14
PRK,2018,1596.3517,25381.085
PRT,1,956.0,400.0
PRT,1530,1281.1163,
PRT,1531,1382.3549,
PRT,1532,1416.7594,
PRT,1533,1461.5328,
PRT,1534,1360.8869,
PRT,1535,1289.7028,
PRT,1536,1355.8562,
PRT,1537,1274.8594,
PRT,1538,1209.8752,
PRT,1539,1247.6124,
PRT,1540,1217.8508,
PRT,1541,1260.7367,
PRT,1542,1282.046,
PRT,1543,1301.0338,
PRT,1544,1274.0546,
PRT,1545,1267.1521,
PRT,1546,1351.9358,
PRT,1547,1384.6626,
PRT,1548,1396.7187,
PRT,1549,1361.905,
PRT,1550,1330.7799,
PRT,1551,1310.0495,
PRT,1552,1413.9132,
PRT,1553,1630.6814,
PRT,1554,1518.4259,
PRT,1555,1347.5031,
PRT,1556,1221.4298,
PRT,1557,1235.0556,
PRT,1558,1320.7571,
PRT,1559,1353.8068,
PRT,1560,1564.7277,
PRT,1561,1390.4708,
PRT,1562,1385.8917,
PRT,1563,1389.1426,
PRT,1564,1454.1081,
PRT,1565,1474.5426,
PRT,1566,1422.1393,
PRT,1567,1456.6747,
PRT,1568,1424.5054,
PRT,1569,1376.2888,
PRT,1570,1433.4099,
PRT,1571,1549.3177,
PRT,1572,1573.939,
PRT,1573,1703.2443,
PRT,1574,1632.6615,
PRT,1575,1344.5824,
PRT,1576,1236.9228,
PRT,1577,1222.8674,
PRT,1578,1325.8011,
PRT,1579,1334.9071,
PRT,1580,1154.7009,
PRT,1581,1204.5855,
PRT,1582,1221.2695,
PRT,1583,1256.7972,
PRT,1584,1308.1805,
PRT,1585,1242.3645,
PRT,1586,1385.9349,
PRT,1587,1367.0257,
PRT,1588,1286.6111,
PRT,1589,1208.4926,
PRT,1590,1312.7739,
PRT,1591,1163.4256,
PRT,1592,1265.2221,
PRT,1593,1321.0946,
PRT,1594,1425.4229,
PRT,1595,1420.2252,
PRT,1596,1204.8691,
PRT,1597,1081.1184,
PRT,1598,1041.8306,
PRT,1599,1049.3429,
PRT,1600,1258.481,1100.0
PRT,1601,1393.8263,
PRT,1602,1445.7689,
PRT,1603,1299.7489,
PRT,1604,1281.9593,
PRT,1605,1365.5426,
PRT,1606,1385.2305,
PRT,1607,1350.318,
PRT,1608,1281.2501,
PRT,1609,1312.6178,
PRT,1610,1471.3887,
PRT,1611,1429.3346,
PRT,1612,1349.0803,
PRT,1613,1306.5477,
PRT,1614,1352.7376,
PRT,1615,1423.8299,
PRT,1616,1462.5921,
PRT,1617,1369.6223,
PRT,1618,1283.2391,
PRT,1619,1283.5174,
PRT,1620,1445.8651,
PRT,1621,1445.6978,
PRT,1622,1406.8527,
PRT,1623,1341.2975,
PRT,1624,1411.8477,
PRT,1625,1529.9685,
PRT,1626,1428.7302,
PRT,1627,1328.1239,
PRT,1628,1255.3981,
PRT,1629,1310.0499,
PRT,1630,1250.8389,
PRT,1631,1146.3422,
PRT,1632,1116.4607,
PRT,1633,1230.1347,
PRT,1634,1405.2449,
PRT,1635,1307.7893,
PRT,1636,1128.9446,
PRT,1637,1184.1442,
PRT,1638,1333.5887,
PRT,1639,1435.5364,
PRT,1640,1424.6607,
PRT,1641,1612.2251,
PRT,1642,1503.7963,
PRT,1643,1597.5589,
PRT,1644,1538.72,
PRT,1645,1575.946,
PRT,1646,1511.3849,
PRT,1647,1500.4031,
PRT,1648,1478.9495,
PRT,1649,1447.5733,
PRT,1650,1321.6973,
PRT,1651,1258.9451,
PRT,1652,1349.4718,
PRT,1653,1389.3819,
PRT,1654,1485.272,
PRT,1655,1436.3356,
PRT,1656,1436.2274,
PRT,1657,1489.8245,
PRT,1658,1462.024,
PRT,1659,1431.7715,
PRT,1660,1459.6068,
PRT,1661,1490.3544,
PRT,1662,1347.6525,
PRT,1663,1522.2898,
PRT,1664,1613.3934,
PRT,1665,1522.851,
PRT,1666,1483.3858,
PRT,1667,1404.9986,
PRT,1668,1575.9171,
PRT,1669,1747.1312,
PRT,1670,1717.8158,
PRT,1671,1640.4888,
PRT,1672,1692.7722,
PRT,1673,1692.3783,
PRT,1674,1684.9672,
PRT,1675,1692.9855,
PRT,1676,1744.1334,
PRT,1677,1742.3319,
PRT,1678,1700.3841,
PRT,1679,1561.5953,
PRT,1680,1609.2981,
PRT,1681,1531.5704,
PRT,1682,1682.4632,
PRT,1683,1673.673,
PRT,1684,1662.843,
PRT,1685,1468.7441,
PRT,1686,1545.4061,
PRT,1687,1672.3683,
PRT,1688,2071.1458,
PRT,1689,2114.4595,
PRT,1690,1954.2258,
PRT,1691,1968.0953,
PRT,1692,2009.2726,
PRT,1693,1871.8901,
PRT,1694,1866.7154,
PRT,1695,1574.4135,
PRT,1696,1559.6093,
PRT,1697,1742.655,
PRT,1698,1745.5794,
PRT,1699,1495.7659,
PRT,1700,1572.1236,2000.0
PRT,1701,1790.6337,
PRT,1702,1706.9288,
PRT,1703,1573.3716,
PRT,1704,1540.1621,
PRT,1705,1654.5446,
PRT,1706,1697.9748,
PRT,1707,1615.5802,
PRT,1708,1585.7286,
PRT,1709,1484.7699,
PRT,1710,1352.4047,
PRT,1711,1267.545,
PRT,1712,1376.2461,
PRT,1713,1520.8297,
PRT,1714,1590.5597,
PRT,1715,1613.3747,
PRT,1716,1624.0129,
PRT,1717,1758.1188,
PRT,1718,1815.8223,
PRT,1719,1775.9855,
PRT,1720,1849.8177,
PRT,1721,1774.6053,
PRT,1722,1674.4037,
PRT,1723,1841.1104,
PRT,1724,1816.4743,
PRT,1725,1977.7083,
PRT,1726,1941.286,
PRT,1727,1741.5637,
PRT,1728,1881.0871,
PRT,1729,1948.5698,
PRT,1730,1984.7252,
PRT,1731,1954.6157,
PRT,1732,2078.5728,
PRT,1733,1995.1835,
PRT,1734,2137.8128,
PRT,1735,2012.4029,
PRT,1736,1944.2086,
PRT,1737,2126.7919,
PRT,1738,2047.2576,
PRT,1739,1845.9904,
PRT,1740,1889.411,
PRT,1741,2000.1773,
PRT,1742,2218.3399,
PRT,1743,2009.6225,
PRT,1744,1972.0911,
PRT,1745,2033.394,
PRT,1746,2028.6494,
PRT,1747,2082.8576,
PRT,1748,2017.8246,
PRT,1749,2028.8722,
PRT,1750,2184.4487,
PRT,1751,2159.1163,
PRT,1752,2209.5347,
PRT,1753,2190.0059,
PRT,1754,2166.4157,
PRT,1755,2172.9246,
PRT,1756,2010.4026,
PRT,1757,1987.831,
PRT,1758,1976.5296,
PRT,1759,2039.6055,
PRT,1760,2151.8284,
PRT,1761,2186.7761,
PRT,1762,2028.0347,
PRT,1763,1984.7086,
PRT,1764,2032.949,
PRT,1765,2036.0682,
PRT,1766,2021.2112,
PRT,1767,2080.488,
PRT,1768,1863.3381,
PRT,1769,1822.6857,
PRT,1770,1941.3525,
PRT,1771,1909.6466,
PRT,1772,1916.4072,
PRT,1773,1927.2372,
PRT,1774,1912.2137,
PRT,1775,1976.5409,
PRT,1776,1928.7105,
PRT,1777,2044.7564,
PRT,1778,1936.6981,
PRT,1779,2011.6905,
PRT,1780,1886.5987,
PRT,1781,1968.8981,
PRT,1782,1955.429,
PRT,1783,1943.805,
PRT,1784,2109.2381,
PRT,1785,2063.0102,
PRT,1786,2059.2246,
PRT,1787,1959.6209,
PRT,1788,1998.662,
PRT,1789,1821.7283,
PRT,1790,1747.5902,
PRT,1791,1788.9249,
PRT,1792,1806.2773,
PRT,1793,1811.5192,
PRT,1794,1659.0971,
PRT,1795,1656.6132,
PRT,1796,1744.5472,
PRT,1797,1711.0408,
PRT,1798,1558.4987,
PRT,1799,1551.6784,
PRT,1800,1458.7521,
PRT,1801,1391.3414,
PRT,1802,1413.8454,
PRT,1803,1427.3018,
PRT,1804,1470.5849,
PRT,1805,1444.9907,
PRT,1806,1412.2711,
PRT,1807,1422.0896,
PRT,1808,1446.0949,
PRT,1809,1421.007,
PRT,1810,1176.5454,
PRT,1811,1072.3851,
PRT,1812,1114.2234,
PRT,1813,1226.8877,
PRT,1814,1265.514,
PRT,1815,1326.9184,
PRT,1816,1372.1917,
PRT,1817,1377.9071,
PRT,1818,1464.7978,
PRT,1819,1611.2771,
PRT,1820,1665.4262,3297.0
PRT,1821,1648.1023,3316.0
PRT,1822,1636.7555,3335.0
PRT,1823,1605.4578,3354.0
PRT,1824,1538.129,3373.0
PRT,1825,1502.6333,3393.0
PRT,1826,1558.1465,3412.0
PRT,1827,1476.5341,3432.0
PRT,1828,1490.4226,3452.0
PRT,1829,1646.8715,3472.0
PRT,1830,1721.0173,3491.0
PRT,1831,1602.9608,3512.0
PRT,1832,1525.3434,3532.0
PRT,1833,1420.9199,3552.0
PRT,1834,1465.9441,3475.0
PRT,1835,1444.2826,3595.0
PRT,1836,1431.1694,3617.0
PRT,1837,1572.9487,3639.0
PRT,1838,1589.9186,3661.0
PRT,1839,1628.5509,3683.0
PRT,1840,1502.7835,3704.0
PRT,1841,1474.4987,3715.0
PRT,1842,1518.9522,3726.0
PRT,1843,1537.7979,3738.0
PRT,1844,1636.2374,3749.0
PRT,1845,1633.9173,3760.0
PRT,1846,1524.3385,3771.0
PRT,1847,1409.7156,3783.0
PRT,1848,1496.4828,3794.0
PRT,1849,1520.1681,3804.0
PRT,1850,1469.8775,3816.0
PRT,1855,1465.0,3867.0
PRT,1861,1407.0,4074.0
PRT,1865,1420.0,4201.0
PRT,1866,1466.0,4226.0
PRT,1867,1500.0,4251.0
PRT,1868,1506.0,4276.0
PRT,1869,1537.0,4302.0
PRT,1870,1554.0,4327.0
PRT,1871,1487.0,4353.0
PRT,1872,1521.0,4379.0
PRT,1873,1575.0,4405.0
PRT,1874,1540.0,4431.0
PRT,1875,1529.0,4458.0
PRT,1876,1486.0,4484.0
PRT,1877,1545.0,4511.0
PRT,1878,1537.0,4538.0
PRT,1879,1529.0,4571.0
PRT,1880,1510.0,4610.0
PRT,1881,1546.0,4651.0
PRT,1882,1581.0,4691.0
PRT,1883,1607.0,4732.0
PRT,1884,1648.0,4773.0
PRT,1885,1677.0,4815.0
PRT,1886,1753.0,4857.0
PRT,1887,1776.0,4899.0
PRT,1888,1782.0,4942.0
PRT,1889,1734.0,4985.0
PRT,1890,1798.0,5028.0
PRT,1891,1752.0,5068.0
PRT,1892,1733.0,5104.0
PRT,1893,1755.0,5141.0
PRT,1894,1720.0,5178.0
PRT,1895,1780.0,5215.0
PRT,1896,1793.0,5252.0
PRT,1897,1884.0,5290.0
PRT,1898,1935.0,5327.0
PRT,1899,1991.0,5366.0
PRT,1900,2075.0,5404.0
PRT,1901,2023.0,5447.0
PRT,1902,2018.0,5494.0
PRT,1903,2029.0,5541.0
PRT,1904,2039.0,5589.0
PRT,1905,1965.0,5637.0
PRT,1906,1962.0,5686.0
PRT,1907,1991.0,5735.0
PRT,1908,1943.0,5784.0
PRT,1909,1926.0,5834.0
PRT,1910,1957.0,5884.0
PRT,1911,1980.0,5935.0
PRT,1912,2004.0,5964.0
PRT,1913,1992.0,5972.0
PRT,1914,2005.0,5980.0
PRT,1915,1957.0,5988.0
PRT,1916,1967.0,5996.0
PRT,1917,1932.0,6005.0
PRT,1918,1833.0,6013.0
PRT,1919,1870.0,6021.0
PRT,1920,1959.0,6029.0
PRT,1921,2056.0,6071.0
PRT,1922,2279.0,6146.0
PRT,1923,2348.0,6223.0
PRT,1924,2233.0,6300.0
PRT,1925,2305.0,6378.0
PRT,1926,2262.0,6457.0
PRT,1927,2627.0,6538.0
PRT,1928,2343.0,6619.0
PRT,1929,2566.0,6701.0
PRT,1930,2504.0,6784.0
PRT,1931,2600.0,6869.0
PRT,1932,2619.0,6954.0
PRT,1933,2761.0,7040.0
PRT,1934,2844.0,7127.0
PRT,1935,2660.0,7216.0
PRT,1936,2428.0,7305.0
PRT,1937,2801.0,7396.0
PRT,1938,2785.0,7488.0
PRT,1939,2788.0,7581.0
PRT,1940,2574.0,7675.0
PRT,1941,2785.0,7757.0
PRT,1942,2723.0,7826.0
PRT,1943,2879.0,7896.0
PRT,1944,3017.0,7967.0
PRT,1945,2876.0,8038.0
PRT,1946,3073.0,8110.0
PRT,1947,3301.0,8183.0
PRT,1948,3261.0,8256.0
PRT,1949,3279.0,8329.0
PRT,1950,3325.0,8442.75
PRT,1951,3456.0,8490.25
PRT,1952,3445.0,8526.05
PRT,1953,3663.0,8578.95
PRT,1954,3814.0,8632.1
PRT,1955,3945.0,8692.6
PRT,1956,4087.0,8756.0
PRT,1957,4238.0,8817.65
PRT,1958,4259.0,8888.55
PRT,1959,4454.0,8961.55
PRT,1960,4712.0,9036.7
