ccode,leader,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,numentry,numexit,yrbegin,yrend,country,end_gdppc,pop_x,begin_gdppc,pop_y,age,tenure,growth_rate,fties_range,growth_rate_normgroup,growth_rate_avggrp
0.0,Harding,0.0,0.5,0.2857142857142857,0.0,0.0,0.5,0.3179190751445087,0.967741935483871,0.0,0.99775785,0.3841059602649007,0.3381294964028777,United States,0.06870263635802529,0.08213654185753298,0.06045789150630673,0.08095876671979713,0.5652173913043478,0.028852605681055687,0.05976752738887658,1.0,4,4
0.0,Coolidge,0.0,0.0,0.2857142857142857,0.0,0.625,0.5,0.3583815028901734,0.9713261648745519,0.0,0.99663675,0.3973509933774834,0.381294964028777,United States,0.07437551939736593,0.08936107616850708,0.0695380684282523,0.08350515004614337,0.4927536231884058,0.093603220755983,0.014279456330913006,1.0,4,5
0.0,Hoover,0.0,0.0,0.2857142857142857,0.0,0.625,0.5,0.3699421965317919,0.9824372759856631,0.0,0.99663675,0.4370860927152318,0.41007194244604317,United States,0.049280915040338796,0.09224488044053823,0.07527993438692394,0.09083855548906518,0.5507246376811594,0.061227913218519336,-0.08168507847673506,1.0,5,6
0.0,"Roosevelt, F.",0.0,0.5,0.2857142857142857,0.0,0.0,0.5,0.4161849710982659,0.9756272401433692,0.0,0.99775785,0.46357615894039733,0.49640287769784175,United States,0.10343607344117778,0.10272038190544631,0.04988017671437822,0.09376581765359118,0.4927536231884058,0.22679490046969356,0.08650782709544651,1.0,3,4
0.0,Truman,0.0,0.0,0.2857142857142857,0.0,0.625,0.5,0.4277456647398844,0.9853046594982079,0.0,0.99663675,0.543046357615894,0.5539568345323741,United States,0.10625935767644096,0.1171650533671322,0.10469386815695542,0.10439918115542973,0.6376811594202898,0.13833594274211586,0.0034298724597370688,1.0,4,5
0.0,Eisenhower,0.0,0.0,0.2857142857142857,0.0,0.625,0.5,0.4624277456647399,0.9842293906810036,0.0,0.99663675,0.5960264900662252,0.6115107913669064,United States,0.11434151973322282,0.13439239441481615,0.1075514838577713,0.11906152861738843,0.6666666666666666,0.14292104674569445,0.009295192471905647,1.0,4,5
0.0,Kennedy,0.0,0.16666666666666666,0.0,0.0,0.0,0.5,0.6184971098265896,0.982078853046595,0.0,0.9988789,0.6490066225165563,0.6258992805755396,United States,0.12294407537235708,0.13846050051749592,0.11573192594770677,0.13654847949452,0.391304347826087,0.03746365466338627,0.025973334510576627,1.0,4,5
0.0,Johnson,0.0,0.0,0.2857142857142857,0.0,0.625,0.5,0.5664739884393064,0.985663082437276,0.0,0.99663675,0.6622516556291391,0.6690647482014388,United States,0.15301768474262406,0.14830647520485005,0.12443908966664444,0.14067789049205084,0.5507246376811594,0.08499217177365243,0.046454945920219766,1.0,4,4
0.0,Nixon,0.0,0.0,0.2857142857142857,0.0,0.625,0.5,0.5953757225433526,0.9931899641577061,0.0,0.99663675,0.7019867549668874,0.7050359712230215,United States,0.16645154870186957,0.1564976519134885,0.15487839763404343,0.15067224047436514,0.5652173913043478,0.09287631402370834,0.015572414836165574,1.0,4,5
0.0,Ford,0.0,0.0,0.2857142857142857,0.0,0.625,0.5,0.5953757225433526,0.9974910394265233,0.0,0.99663675,0.7350993377483444,0.7266187050359713,United States,0.17746975850105945,0.16117696329262923,0.16847561894569293,0.1589868552679883,0.6376811594202898,0.02957951241333035,0.0266255073648398,1.0,4,5
0.0,Carter,0.0,0.0,0.2857142857142857,0.0,0.625,0.5,0.6589595375722543,0.0,0.0,0.99663675,0.7549668874172185,0.7553956834532374,United States,0.1906723364237039,0.16830566662570662,0.17962781146098653,0.16373668218552287,0.5217391304347826,0.061227913218519336,0.018347182269157717,1.0,4,5
0.0,Reagan,0.0,0.0,0.2857142857142857,0.0,0.625,0.5,0.5838150289017341,0.9967741935483871,0.0,0.99663675,0.7814569536423841,0.8129496402877698,United States,0.23371723768001423,0.1810394470009306,0.19299093427085726,0.17097281251220073,0.7681159420289855,0.14292104674569445,0.02786408047893077,1.0,4,5
0.0,G.H.W. Bush,0.0,0.0,0.2857142857142857,0.0,0.625,0.5,0.6589595375722543,0.0,0.0,0.99663675,0.8344370860927153,0.841726618705036,United States,0.2401774113208716,0.19064502028899577,0.23655926654634823,0.18389848637477632,0.6956521739130435,0.061227913218519336,0.006839118459979013,1.0,4,5
0.0,Clinton,0.0,0.0,0.2857142857142857,0.0,0.625,0.5,0.7861271676300579,0.0,0.0,0.99663675,0.8609271523178808,0.8992805755395683,United States,0.292322608616306,0.2090408734045424,0.24309799665206497,0.19364881219523516,0.43478260869565216,0.14292104674569445,0.026866980163486345,1.0,4,5
0.0,G.W. Bush,0.0,0.0,0.2857142857142857,0.0,0.625,0.5,0.7861271676300579,0.0,0.0,0.99663675,0.9139072847682119,0.9568345323741008,United States,0.30886549850227224,0.22505169470162179,0.29587728562779386,0.21232188419654321,0.5507246376811594,0.1428651308432118,0.007017940008525676,1.0,4,5
0.0,Obama,0.0,1.0,1.0,0.0,0.875,0.5,0.8728323699421965,0.0,0.0,0.0,0.9668874172185431,1.0,United States,0.3354509707238462,0.23531146906562284,0.3126213389840082,0.22857398280825553,0.4492753623188406,0.12133750838738536,0.012300122802410052,1.0,4,5
0.022222222222222223,Mackenzie,0.0,0.0,0.2857142857142857,0.0,0.625,0.5,0.06936416184971098,0.9566308243727598,0.0,0.99663675,0.06622516556291391,0.014388489208633094,Canada,0.01433600735177103,0.002882858149714712,0.016636729597526625,0.0028332267501185297,0.4927536231884058,0.08046298367255646,-0.02253698428902459,1.0,4,5
0.022222222222222223,Macdonald,0.0,0.5,0.2857142857142857,0.25,0.0,0.5,0.028901734104046242,0.9562724014336917,0.0,0.99775785,0.09933774834437085,0.1079136690647482,Canada,0.02224470488110208,0.0034163802615415676,0.014510334873036244,0.003057141848345296,0.6666666666666666,0.23758666964884811,0.037341656122423135,1.0,4,5
0.022222222222222223,Abbott,0.0,0.0,0.2857142857142857,0.0,0.625,0.5,0.06358381502890173,0.956989247311828,0.0,0.99663675,0.18543046357615894,0.11510791366906475,Canada,0.021852803541305824,0.003453023263727478,0.022515203086637646,0.0035987039463821267,0.7681159420289855,0.009617535227018562,-0.010784441072258354,1.0,4,5
0.022222222222222223,Thompson,0.0,0.5,0.2857142857142857,0.0,0.0,0.5,0.2023121387283237,0.9573476702508961,0.0,0.99775785,0.19205298013245034,0.12949640287769784,Canada,0.02235392328727481,0.003525576408055581,0.02211853618084586,0.003635899145423118,0.43478260869565216,0.02074479982106911,0.01022896116257707,1.0,4,5
